,datetime,Date,Time,Temp,rain,Day of the Week,School Holiday,Public Holiday,Weekend,type_of_day
0,2023-11-24 10:00:00,2023-11-24,10:00:00,27,0,Friday,1,0,0,2
1,2023-11-24 10:01:00,2023-11-24,10:01:00,27,0,Friday,1,0,0,2
2,2023-11-24 10:02:00,2023-11-24,10:02:00,27,0,Friday,1,0,0,2
3,2023-11-24 10:03:00,2023-11-24,10:03:00,27,0,Friday,1,0,0,2
4,2023-11-24 10:04:00,2023-11-24,10:04:00,27,0,Friday,1,0,0,2
5,2023-11-24 10:05:00,2023-11-24,10:05:00,27,0,Friday,1,0,0,2
6,2023-11-24 10:06:00,2023-11-24,10:06:00,27,0,Friday,1,0,0,2
7,2023-11-24 10:07:00,2023-11-24,10:07:00,27,0,Friday,1,0,0,2
8,2023-11-24 10:08:00,2023-11-24,10:08:00,27,0,Friday,1,0,0,2
9,2023-11-24 10:09:00,2023-11-24,10:09:00,27,0,Friday,1,0,0,2
10,2023-11-24 10:10:00,2023-11-24,10:10:00,27,0,Friday,1,0,0,2
11,2023-11-24 10:11:00,2023-11-24,10:11:00,27,0,Friday,1,0,0,2
12,2023-11-24 10:12:00,2023-11-24,10:12:00,27,0,Friday,1,0,0,2
13,2023-11-24 10:13:00,2023-11-24,10:13:00,27,0,Friday,1,0,0,2
14,2023-11-24 10:14:00,2023-11-24,10:14:00,27,0,Friday,1,0,0,2
15,2023-11-24 10:15:00,2023-11-24,10:15:00,27,0,Friday,1,0,0,2
16,2023-11-24 10:16:00,2023-11-24,10:16:00,27,0,Friday,1,0,0,2
17,2023-11-24 10:17:00,2023-11-24,10:17:00,27,0,Friday,1,0,0,2
18,2023-11-24 10:18:00,2023-11-24,10:18:00,27,0,Friday,1,0,0,2
19,2023-11-24 10:19:00,2023-11-24,10:19:00,27,0,Friday,1,0,0,2
20,2023-11-24 10:20:00,2023-11-24,10:20:00,27,0,Friday,1,0,0,2
21,2023-11-24 10:21:00,2023-11-24,10:21:00,27,0,Friday,1,0,0,2
22,2023-11-24 10:22:00,2023-11-24,10:22:00,27,0,Friday,1,0,0,2
23,2023-11-24 10:23:00,2023-11-24,10:23:00,27,0,Friday,1,0,0,2
24,2023-11-24 10:24:00,2023-11-24,10:24:00,27,0,Friday,1,0,0,2
25,2023-11-24 10:25:00,2023-11-24,10:25:00,27,0,Friday,1,0,0,2
26,2023-11-24 10:26:00,2023-11-24,10:26:00,27,0,Friday,1,0,0,2
27,2023-11-24 10:27:00,2023-11-24,10:27:00,27,0,Friday,1,0,0,2
28,2023-11-24 10:28:00,2023-11-24,10:28:00,27,0,Friday,1,0,0,2
29,2023-11-24 10:29:00,2023-11-24,10:29:00,27,0,Friday,1,0,0,2
30,2023-11-24 10:30:00,2023-11-24,10:30:00,27,0,Friday,1,0,0,2
31,2023-11-24 10:31:00,2023-11-24,10:31:00,27,0,Friday,1,0,0,2
32,2023-11-24 10:32:00,2023-11-24,10:32:00,27,0,Friday,1,0,0,2
33,2023-11-24 10:33:00,2023-11-24,10:33:00,27,0,Friday,1,0,0,2
34,2023-11-24 10:34:00,2023-11-24,10:34:00,27,0,Friday,1,0,0,2
35,2023-11-24 10:35:00,2023-11-24,10:35:00,27,0,Friday,1,0,0,2
36,2023-11-24 10:36:00,2023-11-24,10:36:00,27,0,Friday,1,0,0,2
37,2023-11-24 10:37:00,2023-11-24,10:37:00,27,0,Friday,1,0,0,2
38,2023-11-24 10:38:00,2023-11-24,10:38:00,27,0,Friday,1,0,0,2
39,2023-11-24 10:39:00,2023-11-24,10:39:00,27,0,Friday,1,0,0,2
40,2023-11-24 10:40:00,2023-11-24,10:40:00,27,0,Friday,1,0,0,2
41,2023-11-24 10:41:00,2023-11-24,10:41:00,27,0,Friday,1,0,0,2
42,2023-11-24 10:42:00,2023-11-24,10:42:00,27,0,Friday,1,0,0,2
43,2023-11-24 10:43:00,2023-11-24,10:43:00,27,0,Friday,1,0,0,2
44,2023-11-24 10:44:00,2023-11-24,10:44:00,27,0,Friday,1,0,0,2
45,2023-11-24 10:45:00,2023-11-24,10:45:00,27,0,Friday,1,0,0,2
46,2023-11-24 10:46:00,2023-11-24,10:46:00,27,0,Friday,1,0,0,2
47,2023-11-24 10:47:00,2023-11-24,10:47:00,27,0,Friday,1,0,0,2
48,2023-11-24 10:48:00,2023-11-24,10:48:00,27,0,Friday,1,0,0,2
49,2023-11-24 10:49:00,2023-11-24,10:49:00,27,0,Friday,1,0,0,2
50,2023-11-24 10:50:00,2023-11-24,10:50:00,27,0,Friday,1,0,0,2
51,2023-11-24 10:51:00,2023-11-24,10:51:00,27,0,Friday,1,0,0,2
