,datetime,Date,Time,Temp,rain,Day of the Week,School Holiday,Public Holiday,Weekend,type_of_day
32,2024-07-20 10:32:00,2024-07-20,10:32:00,30,0,Saturday,0,0,1,5
33,2024-07-20 10:33:00,2024-07-20,10:33:00,30,0,Saturday,0,0,1,5
34,2024-07-20 10:34:00,2024-07-20,10:34:00,30,0,Saturday,0,0,1,5
35,2024-07-20 10:35:00,2024-07-20,10:35:00,30,0,Saturday,0,0,1,5
36,2024-07-20 10:36:00,2024-07-20,10:36:00,30,0,Saturday,0,0,1,5
37,2024-07-20 10:37:00,2024-07-20,10:37:00,30,0,Saturday,0,0,1,5
38,2024-07-20 10:38:00,2024-07-20,10:38:00,30,0,Saturday,0,0,1,5
39,2024-07-20 10:39:00,2024-07-20,10:39:00,30,0,Saturday,0,0,1,5
40,2024-07-20 10:40:00,2024-07-20,10:40:00,30,0,Saturday,0,0,1,5
41,2024-07-20 10:41:00,2024-07-20,10:41:00,30,0,Saturday,0,0,1,5
42,2024-07-20 10:42:00,2024-07-20,10:42:00,30,0,Saturday,0,0,1,5
43,2024-07-20 10:43:00,2024-07-20,10:43:00,30,0,Saturday,0,0,1,5
44,2024-07-20 10:44:00,2024-07-20,10:44:00,30,0,Saturday,0,0,1,5
45,2024-07-20 10:45:00,2024-07-20,10:45:00,30,0,Saturday,0,0,1,5
46,2024-07-20 10:46:00,2024-07-20,10:46:00,30,0,Saturday,0,0,1,5
47,2024-07-20 10:47:00,2024-07-20,10:47:00,30,0,Saturday,0,0,1,5
48,2024-07-20 10:48:00,2024-07-20,10:48:00,30,0,Saturday,0,0,1,5
49,2024-07-20 10:49:00,2024-07-20,10:49:00,30,0,Saturday,0,0,1,5
50,2024-07-20 10:50:00,2024-07-20,10:50:00,30,0,Saturday,0,0,1,5
51,2024-07-20 10:51:00,2024-07-20,10:51:00,30,0,Saturday,0,0,1,5
52,2024-07-20 10:52:00,2024-07-20,10:52:00,30,0,Saturday,0,0,1,5
53,2024-07-20 10:53:00,2024-07-20,10:53:00,30,0,Saturday,0,0,1,5
54,2024-07-20 10:54:00,2024-07-20,10:54:00,30,0,Saturday,0,0,1,5
55,2024-07-20 10:55:00,2024-07-20,10:55:00,30,0,Saturday,0,0,1,5
56,2024-07-20 10:56:00,2024-07-20,10:56:00,30,0,Saturday,0,0,1,5
57,2024-07-20 10:57:00,2024-07-20,10:57:00,30,0,Saturday,0,0,1,5
58,2024-07-20 10:58:00,2024-07-20,10:58:00,30,0,Saturday,0,0,1,5
59,2024-07-20 10:59:00,2024-07-20,10:59:00,30,0,Saturday,0,0,1,5
60,2024-07-20 11:00:00,2024-07-20,11:00:00,30,0,Saturday,0,0,1,5
61,2024-07-20 11:01:00,2024-07-20,11:01:00,30,0,Saturday,0,0,1,5
62,2024-07-20 11:02:00,2024-07-20,11:02:00,30,0,Saturday,0,0,1,5
63,2024-07-20 11:03:00,2024-07-20,11:03:00,30,0,Saturday,0,0,1,5
64,2024-07-20 11:04:00,2024-07-20,11:04:00,30,0,Saturday,0,0,1,5
65,2024-07-20 11:05:00,2024-07-20,11:05:00,30,0,Saturday,0,0,1,5
66,2024-07-20 11:06:00,2024-07-20,11:06:00,30,0,Saturday,0,0,1,5
67,2024-07-20 11:07:00,2024-07-20,11:07:00,30,0,Saturday,0,0,1,5
68,2024-07-20 11:08:00,2024-07-20,11:08:00,30,0,Saturday,0,0,1,5
69,2024-07-20 11:09:00,2024-07-20,11:09:00,30,0,Saturday,0,0,1,5
70,2024-07-20 11:10:00,2024-07-20,11:10:00,30,0,Saturday,0,0,1,5
71,2024-07-20 11:11:00,2024-07-20,11:11:00,30,0,Saturday,0,0,1,5
72,2024-07-20 11:12:00,2024-07-20,11:12:00,30,0,Saturday,0,0,1,5
73,2024-07-20 11:13:00,2024-07-20,11:13:00,30,0,Saturday,0,0,1,5
74,2024-07-20 11:14:00,2024-07-20,11:14:00,30,0,Saturday,0,0,1,5
75,2024-07-20 11:15:00,2024-07-20,11:15:00,30,0,Saturday,0,0,1,5
76,2024-07-20 11:16:00,2024-07-20,11:16:00,30,0,Saturday,0,0,1,5
77,2024-07-20 11:17:00,2024-07-20,11:17:00,30,0,Saturday,0,0,1,5
78,2024-07-20 11:18:00,2024-07-20,11:18:00,30,0,Saturday,0,0,1,5
79,2024-07-20 11:19:00,2024-07-20,11:19:00,30,0,Saturday,0,0,1,5
80,2024-07-20 11:20:00,2024-07-20,11:20:00,30,0,Saturday,0,0,1,5
81,2024-07-20 11:21:00,2024-07-20,11:21:00,30,0,Saturday,0,0,1,5
82,2024-07-20 11:22:00,2024-07-20,11:22:00,30,0,Saturday,0,0,1,5
83,2024-07-20 11:23:00,2024-07-20,11:23:00,30,0,Saturday,0,0,1,5
84,2024-07-20 11:24:00,2024-07-20,11:24:00,30,0,Saturday,0,0,1,5
85,2024-07-20 11:25:00,2024-07-20,11:25:00,30,0,Saturday,0,0,1,5
86,2024-07-20 11:26:00,2024-07-20,11:26:00,30,0,Saturday,0,0,1,5
87,2024-07-20 11:27:00,2024-07-20,11:27:00,30,0,Saturday,0,0,1,5
88,2024-07-20 11:28:00,2024-07-20,11:28:00,30,0,Saturday,0,0,1,5
89,2024-07-20 11:29:00,2024-07-20,11:29:00,30,0,Saturday,0,0,1,5
90,2024-07-20 11:30:00,2024-07-20,11:30:00,30,0,Saturday,0,0,1,5
91,2024-07-20 11:31:00,2024-07-20,11:31:00,30,0,Saturday,0,0,1,5
92,2024-07-20 11:32:00,2024-07-20,11:32:00,30,0,Saturday,0,0,1,5
93,2024-07-20 11:33:00,2024-07-20,11:33:00,30,0,Saturday,0,0,1,5
94,2024-07-20 11:34:00,2024-07-20,11:34:00,30,0,Saturday,0,0,1,5
95,2024-07-20 11:35:00,2024-07-20,11:35:00,30,0,Saturday,0,0,1,5
96,2024-07-20 11:36:00,2024-07-20,11:36:00,30,0,Saturday,0,0,1,5
97,2024-07-20 11:37:00,2024-07-20,11:37:00,30,0,Saturday,0,0,1,5
98,2024-07-20 11:38:00,2024-07-20,11:38:00,30,0,Saturday,0,0,1,5
99,2024-07-20 11:39:00,2024-07-20,11:39:00,30,0,Saturday,0,0,1,5
100,2024-07-20 11:40:00,2024-07-20,11:40:00,30,0,Saturday,0,0,1,5
101,2024-07-20 11:41:00,2024-07-20,11:41:00,30,0,Saturday,0,0,1,5
102,2024-07-20 11:42:00,2024-07-20,11:42:00,30,0,Saturday,0,0,1,5
103,2024-07-20 11:43:00,2024-07-20,11:43:00,30,0,Saturday,0,0,1,5
104,2024-07-20 11:44:00,2024-07-20,11:44:00,30,0,Saturday,0,0,1,5
105,2024-07-20 11:45:00,2024-07-20,11:45:00,30,0,Saturday,0,0,1,5
106,2024-07-20 11:46:00,2024-07-20,11:46:00,30,0,Saturday,0,0,1,5
107,2024-07-20 11:47:00,2024-07-20,11:47:00,30,0,Saturday,0,0,1,5
108,2024-07-20 11:48:00,2024-07-20,11:48:00,30,0,Saturday,0,0,1,5
109,2024-07-20 11:49:00,2024-07-20,11:49:00,30,0,Saturday,0,0,1,5
110,2024-07-20 11:50:00,2024-07-20,11:50:00,30,0,Saturday,0,0,1,5
111,2024-07-20 11:51:00,2024-07-20,11:51:00,30,0,Saturday,0,0,1,5
112,2024-07-20 11:52:00,2024-07-20,11:52:00,30,0,Saturday,0,0,1,5
113,2024-07-20 11:53:00,2024-07-20,11:53:00,30,0,Saturday,0,0,1,5
114,2024-07-20 11:54:00,2024-07-20,11:54:00,30,0,Saturday,0,0,1,5
115,2024-07-20 11:55:00,2024-07-20,11:55:00,30,0,Saturday,0,0,1,5
116,2024-07-20 11:56:00,2024-07-20,11:56:00,30,0,Saturday,0,0,1,5
117,2024-07-20 11:57:00,2024-07-20,11:57:00,30,0,Saturday,0,0,1,5
118,2024-07-20 11:58:00,2024-07-20,11:58:00,30,0,Saturday,0,0,1,5
119,2024-07-20 11:59:00,2024-07-20,11:59:00,30,0,Saturday,0,0,1,5
120,2024-07-20 12:00:00,2024-07-20,12:00:00,30,0,Saturday,0,0,1,5
121,2024-07-20 12:01:00,2024-07-20,12:01:00,30,0,Saturday,0,0,1,5
122,2024-07-20 12:02:00,2024-07-20,12:02:00,30,0,Saturday,0,0,1,5
123,2024-07-20 12:03:00,2024-07-20,12:03:00,30,0,Saturday,0,0,1,5
124,2024-07-20 12:04:00,2024-07-20,12:04:00,30,0,Saturday,0,0,1,5
125,2024-07-20 12:05:00,2024-07-20,12:05:00,30,0,Saturday,0,0,1,5
126,2024-07-20 12:06:00,2024-07-20,12:06:00,30,0,Saturday,0,0,1,5
127,2024-07-20 12:07:00,2024-07-20,12:07:00,30,0,Saturday,0,0,1,5
128,2024-07-20 12:08:00,2024-07-20,12:08:00,30,0,Saturday,0,0,1,5
129,2024-07-20 12:09:00,2024-07-20,12:09:00,30,0,Saturday,0,0,1,5
130,2024-07-20 12:10:00,2024-07-20,12:10:00,30,0,Saturday,0,0,1,5
131,2024-07-20 12:11:00,2024-07-20,12:11:00,30,0,Saturday,0,0,1,5
132,2024-07-20 12:12:00,2024-07-20,12:12:00,30,0,Saturday,0,0,1,5
133,2024-07-20 12:13:00,2024-07-20,12:13:00,30,0,Saturday,0,0,1,5
134,2024-07-20 12:14:00,2024-07-20,12:14:00,30,0,Saturday,0,0,1,5
135,2024-07-20 12:15:00,2024-07-20,12:15:00,30,0,Saturday,0,0,1,5
136,2024-07-20 12:16:00,2024-07-20,12:16:00,30,0,Saturday,0,0,1,5
137,2024-07-20 12:17:00,2024-07-20,12:17:00,30,0,Saturday,0,0,1,5
138,2024-07-20 12:18:00,2024-07-20,12:18:00,30,0,Saturday,0,0,1,5
139,2024-07-20 12:19:00,2024-07-20,12:19:00,30,0,Saturday,0,0,1,5
140,2024-07-20 12:20:00,2024-07-20,12:20:00,30,0,Saturday,0,0,1,5
141,2024-07-20 12:21:00,2024-07-20,12:21:00,30,0,Saturday,0,0,1,5
142,2024-07-20 12:22:00,2024-07-20,12:22:00,30,0,Saturday,0,0,1,5
143,2024-07-20 12:23:00,2024-07-20,12:23:00,30,0,Saturday,0,0,1,5
144,2024-07-20 12:24:00,2024-07-20,12:24:00,30,0,Saturday,0,0,1,5
145,2024-07-20 12:25:00,2024-07-20,12:25:00,30,0,Saturday,0,0,1,5
146,2024-07-20 12:26:00,2024-07-20,12:26:00,30,0,Saturday,0,0,1,5
147,2024-07-20 12:27:00,2024-07-20,12:27:00,30,0,Saturday,0,0,1,5
148,2024-07-20 12:28:00,2024-07-20,12:28:00,30,0,Saturday,0,0,1,5
149,2024-07-20 12:29:00,2024-07-20,12:29:00,30,0,Saturday,0,0,1,5
150,2024-07-20 12:30:00,2024-07-20,12:30:00,30,0,Saturday,0,0,1,5
151,2024-07-20 12:31:00,2024-07-20,12:31:00,30,0,Saturday,0,0,1,5
152,2024-07-20 12:32:00,2024-07-20,12:32:00,30,0,Saturday,0,0,1,5
153,2024-07-20 12:33:00,2024-07-20,12:33:00,30,0,Saturday,0,0,1,5
154,2024-07-20 12:34:00,2024-07-20,12:34:00,30,0,Saturday,0,0,1,5
155,2024-07-20 12:35:00,2024-07-20,12:35:00,30,0,Saturday,0,0,1,5
156,2024-07-20 12:36:00,2024-07-20,12:36:00,30,0,Saturday,0,0,1,5
157,2024-07-20 12:37:00,2024-07-20,12:37:00,30,0,Saturday,0,0,1,5
158,2024-07-20 12:38:00,2024-07-20,12:38:00,30,0,Saturday,0,0,1,5
159,2024-07-20 12:39:00,2024-07-20,12:39:00,30,0,Saturday,0,0,1,5
160,2024-07-20 12:40:00,2024-07-20,12:40:00,30,0,Saturday,0,0,1,5
161,2024-07-20 12:41:00,2024-07-20,12:41:00,30,0,Saturday,0,0,1,5
162,2024-07-20 12:42:00,2024-07-20,12:42:00,30,0,Saturday,0,0,1,5
163,2024-07-20 12:43:00,2024-07-20,12:43:00,30,0,Saturday,0,0,1,5
164,2024-07-20 12:44:00,2024-07-20,12:44:00,30,0,Saturday,0,0,1,5
165,2024-07-20 12:45:00,2024-07-20,12:45:00,30,0,Saturday,0,0,1,5
166,2024-07-20 12:46:00,2024-07-20,12:46:00,30,0,Saturday,0,0,1,5
167,2024-07-20 12:47:00,2024-07-20,12:47:00,30,0,Saturday,0,0,1,5
168,2024-07-20 12:48:00,2024-07-20,12:48:00,30,0,Saturday,0,0,1,5
169,2024-07-20 12:49:00,2024-07-20,12:49:00,30,0,Saturday,0,0,1,5
170,2024-07-20 12:50:00,2024-07-20,12:50:00,30,0,Saturday,0,0,1,5
171,2024-07-20 12:51:00,2024-07-20,12:51:00,30,0,Saturday,0,0,1,5
172,2024-07-20 12:52:00,2024-07-20,12:52:00,30,0,Saturday,0,0,1,5
173,2024-07-20 12:53:00,2024-07-20,12:53:00,30,0,Saturday,0,0,1,5
174,2024-07-20 12:54:00,2024-07-20,12:54:00,30,0,Saturday,0,0,1,5
175,2024-07-20 12:55:00,2024-07-20,12:55:00,30,0,Saturday,0,0,1,5
176,2024-07-20 12:56:00,2024-07-20,12:56:00,30,0,Saturday,0,0,1,5
177,2024-07-20 12:57:00,2024-07-20,12:57:00,30,0,Saturday,0,0,1,5
178,2024-07-20 12:58:00,2024-07-20,12:58:00,30,0,Saturday,0,0,1,5
179,2024-07-20 12:59:00,2024-07-20,12:59:00,30,0,Saturday,0,0,1,5
180,2024-07-20 13:00:00,2024-07-20,13:00:00,30,0,Saturday,0,0,1,5
181,2024-07-20 13:01:00,2024-07-20,13:01:00,30,0,Saturday,0,0,1,5
182,2024-07-20 13:02:00,2024-07-20,13:02:00,30,0,Saturday,0,0,1,5
183,2024-07-20 13:03:00,2024-07-20,13:03:00,30,0,Saturday,0,0,1,5
184,2024-07-20 13:04:00,2024-07-20,13:04:00,30,0,Saturday,0,0,1,5
185,2024-07-20 13:05:00,2024-07-20,13:05:00,30,0,Saturday,0,0,1,5
186,2024-07-20 13:06:00,2024-07-20,13:06:00,30,0,Saturday,0,0,1,5
187,2024-07-20 13:07:00,2024-07-20,13:07:00,30,0,Saturday,0,0,1,5
188,2024-07-20 13:08:00,2024-07-20,13:08:00,30,0,Saturday,0,0,1,5
189,2024-07-20 13:09:00,2024-07-20,13:09:00,30,0,Saturday,0,0,1,5
190,2024-07-20 13:10:00,2024-07-20,13:10:00,30,0,Saturday,0,0,1,5
191,2024-07-20 13:11:00,2024-07-20,13:11:00,30,0,Saturday,0,0,1,5
192,2024-07-20 13:12:00,2024-07-20,13:12:00,30,0,Saturday,0,0,1,5
193,2024-07-20 13:13:00,2024-07-20,13:13:00,30,0,Saturday,0,0,1,5
194,2024-07-20 13:14:00,2024-07-20,13:14:00,30,0,Saturday,0,0,1,5
195,2024-07-20 13:15:00,2024-07-20,13:15:00,30,0,Saturday,0,0,1,5
196,2024-07-20 13:16:00,2024-07-20,13:16:00,30,0,Saturday,0,0,1,5
197,2024-07-20 13:17:00,2024-07-20,13:17:00,30,0,Saturday,0,0,1,5
198,2024-07-20 13:18:00,2024-07-20,13:18:00,30,0,Saturday,0,0,1,5
199,2024-07-20 13:19:00,2024-07-20,13:19:00,30,0,Saturday,0,0,1,5
200,2024-07-20 13:20:00,2024-07-20,13:20:00,30,0,Saturday,0,0,1,5
201,2024-07-20 13:21:00,2024-07-20,13:21:00,30,0,Saturday,0,0,1,5
202,2024-07-20 13:22:00,2024-07-20,13:22:00,30,0,Saturday,0,0,1,5
203,2024-07-20 13:23:00,2024-07-20,13:23:00,30,0,Saturday,0,0,1,5
204,2024-07-20 13:24:00,2024-07-20,13:24:00,30,0,Saturday,0,0,1,5
205,2024-07-20 13:25:00,2024-07-20,13:25:00,30,0,Saturday,0,0,1,5
206,2024-07-20 13:26:00,2024-07-20,13:26:00,30,0,Saturday,0,0,1,5
207,2024-07-20 13:27:00,2024-07-20,13:27:00,30,0,Saturday,0,0,1,5
208,2024-07-20 13:28:00,2024-07-20,13:28:00,30,0,Saturday,0,0,1,5
209,2024-07-20 13:29:00,2024-07-20,13:29:00,30,0,Saturday,0,0,1,5
210,2024-07-20 13:30:00,2024-07-20,13:30:00,30,0,Saturday,0,0,1,5
211,2024-07-20 13:31:00,2024-07-20,13:31:00,30,0,Saturday,0,0,1,5
212,2024-07-20 13:32:00,2024-07-20,13:32:00,30,0,Saturday,0,0,1,5
213,2024-07-20 13:33:00,2024-07-20,13:33:00,30,0,Saturday,0,0,1,5
214,2024-07-20 13:34:00,2024-07-20,13:34:00,30,0,Saturday,0,0,1,5
215,2024-07-20 13:35:00,2024-07-20,13:35:00,30,0,Saturday,0,0,1,5
216,2024-07-20 13:36:00,2024-07-20,13:36:00,30,0,Saturday,0,0,1,5
217,2024-07-20 13:37:00,2024-07-20,13:37:00,30,0,Saturday,0,0,1,5
218,2024-07-20 13:38:00,2024-07-20,13:38:00,30,0,Saturday,0,0,1,5
219,2024-07-20 13:39:00,2024-07-20,13:39:00,30,0,Saturday,0,0,1,5
220,2024-07-20 13:40:00,2024-07-20,13:40:00,30,0,Saturday,0,0,1,5
221,2024-07-20 13:41:00,2024-07-20,13:41:00,30,0,Saturday,0,0,1,5
222,2024-07-20 13:42:00,2024-07-20,13:42:00,30,0,Saturday,0,0,1,5
223,2024-07-20 13:43:00,2024-07-20,13:43:00,30,0,Saturday,0,0,1,5
224,2024-07-20 13:44:00,2024-07-20,13:44:00,30,0,Saturday,0,0,1,5
225,2024-07-20 13:45:00,2024-07-20,13:45:00,30,0,Saturday,0,0,1,5
226,2024-07-20 13:46:00,2024-07-20,13:46:00,30,0,Saturday,0,0,1,5
227,2024-07-20 13:47:00,2024-07-20,13:47:00,30,0,Saturday,0,0,1,5
228,2024-07-20 13:48:00,2024-07-20,13:48:00,30,0,Saturday,0,0,1,5
229,2024-07-20 13:49:00,2024-07-20,13:49:00,30,0,Saturday,0,0,1,5
230,2024-07-20 13:50:00,2024-07-20,13:50:00,30,0,Saturday,0,0,1,5
231,2024-07-20 13:51:00,2024-07-20,13:51:00,30,0,Saturday,0,0,1,5
232,2024-07-20 13:52:00,2024-07-20,13:52:00,30,0,Saturday,0,0,1,5
233,2024-07-20 13:53:00,2024-07-20,13:53:00,30,0,Saturday,0,0,1,5
234,2024-07-20 13:54:00,2024-07-20,13:54:00,30,0,Saturday,0,0,1,5
235,2024-07-20 13:55:00,2024-07-20,13:55:00,30,0,Saturday,0,0,1,5
236,2024-07-20 13:56:00,2024-07-20,13:56:00,30,0,Saturday,0,0,1,5
237,2024-07-20 13:57:00,2024-07-20,13:57:00,30,0,Saturday,0,0,1,5
238,2024-07-20 13:58:00,2024-07-20,13:58:00,30,0,Saturday,0,0,1,5
239,2024-07-20 13:59:00,2024-07-20,13:59:00,30,0,Saturday,0,0,1,5
240,2024-07-20 14:00:00,2024-07-20,14:00:00,30,0,Saturday,0,0,1,5
241,2024-07-20 14:01:00,2024-07-20,14:01:00,30,0,Saturday,0,0,1,5
242,2024-07-20 14:02:00,2024-07-20,14:02:00,30,0,Saturday,0,0,1,5
243,2024-07-20 14:03:00,2024-07-20,14:03:00,30,0,Saturday,0,0,1,5
244,2024-07-20 14:04:00,2024-07-20,14:04:00,30,0,Saturday,0,0,1,5
245,2024-07-20 14:05:00,2024-07-20,14:05:00,30,0,Saturday,0,0,1,5
246,2024-07-20 14:06:00,2024-07-20,14:06:00,30,0,Saturday,0,0,1,5
247,2024-07-20 14:07:00,2024-07-20,14:07:00,30,0,Saturday,0,0,1,5
248,2024-07-20 14:08:00,2024-07-20,14:08:00,30,0,Saturday,0,0,1,5
249,2024-07-20 14:09:00,2024-07-20,14:09:00,30,0,Saturday,0,0,1,5
250,2024-07-20 14:10:00,2024-07-20,14:10:00,30,0,Saturday,0,0,1,5
251,2024-07-20 14:11:00,2024-07-20,14:11:00,30,0,Saturday,0,0,1,5
252,2024-07-20 14:12:00,2024-07-20,14:12:00,30,0,Saturday,0,0,1,5
253,2024-07-20 14:13:00,2024-07-20,14:13:00,30,0,Saturday,0,0,1,5
254,2024-07-20 14:14:00,2024-07-20,14:14:00,30,0,Saturday,0,0,1,5
255,2024-07-20 14:15:00,2024-07-20,14:15:00,30,0,Saturday,0,0,1,5
256,2024-07-20 14:16:00,2024-07-20,14:16:00,30,0,Saturday,0,0,1,5
257,2024-07-20 14:17:00,2024-07-20,14:17:00,30,0,Saturday,0,0,1,5
258,2024-07-20 14:18:00,2024-07-20,14:18:00,30,0,Saturday,0,0,1,5
259,2024-07-20 14:19:00,2024-07-20,14:19:00,30,0,Saturday,0,0,1,5
260,2024-07-20 14:20:00,2024-07-20,14:20:00,30,0,Saturday,0,0,1,5
261,2024-07-20 14:21:00,2024-07-20,14:21:00,30,0,Saturday,0,0,1,5
262,2024-07-20 14:22:00,2024-07-20,14:22:00,30,0,Saturday,0,0,1,5
263,2024-07-20 14:23:00,2024-07-20,14:23:00,30,0,Saturday,0,0,1,5
264,2024-07-20 14:24:00,2024-07-20,14:24:00,30,0,Saturday,0,0,1,5
265,2024-07-20 14:25:00,2024-07-20,14:25:00,30,0,Saturday,0,0,1,5
266,2024-07-20 14:26:00,2024-07-20,14:26:00,30,0,Saturday,0,0,1,5
267,2024-07-20 14:27:00,2024-07-20,14:27:00,30,0,Saturday,0,0,1,5
268,2024-07-20 14:28:00,2024-07-20,14:28:00,30,0,Saturday,0,0,1,5
269,2024-07-20 14:29:00,2024-07-20,14:29:00,30,0,Saturday,0,0,1,5
270,2024-07-20 14:30:00,2024-07-20,14:30:00,30,0,Saturday,0,0,1,5
271,2024-07-20 14:31:00,2024-07-20,14:31:00,30,0,Saturday,0,0,1,5
272,2024-07-20 14:32:00,2024-07-20,14:32:00,30,0,Saturday,0,0,1,5
273,2024-07-20 14:33:00,2024-07-20,14:33:00,30,0,Saturday,0,0,1,5
274,2024-07-20 14:34:00,2024-07-20,14:34:00,30,0,Saturday,0,0,1,5
275,2024-07-20 14:35:00,2024-07-20,14:35:00,30,0,Saturday,0,0,1,5
276,2024-07-20 14:36:00,2024-07-20,14:36:00,30,0,Saturday,0,0,1,5
277,2024-07-20 14:37:00,2024-07-20,14:37:00,30,0,Saturday,0,0,1,5
278,2024-07-20 14:38:00,2024-07-20,14:38:00,30,0,Saturday,0,0,1,5
279,2024-07-20 14:39:00,2024-07-20,14:39:00,30,0,Saturday,0,0,1,5
280,2024-07-20 14:40:00,2024-07-20,14:40:00,30,0,Saturday,0,0,1,5
281,2024-07-20 14:41:00,2024-07-20,14:41:00,30,0,Saturday,0,0,1,5
282,2024-07-20 14:42:00,2024-07-20,14:42:00,30,0,Saturday,0,0,1,5
283,2024-07-20 14:43:00,2024-07-20,14:43:00,30,0,Saturday,0,0,1,5
284,2024-07-20 14:44:00,2024-07-20,14:44:00,30,0,Saturday,0,0,1,5
285,2024-07-20 14:45:00,2024-07-20,14:45:00,30,0,Saturday,0,0,1,5
286,2024-07-20 14:46:00,2024-07-20,14:46:00,30,0,Saturday,0,0,1,5
287,2024-07-20 14:47:00,2024-07-20,14:47:00,30,0,Saturday,0,0,1,5
288,2024-07-20 14:48:00,2024-07-20,14:48:00,30,0,Saturday,0,0,1,5
289,2024-07-20 14:49:00,2024-07-20,14:49:00,30,0,Saturday,0,0,1,5
290,2024-07-20 14:50:00,2024-07-20,14:50:00,30,0,Saturday,0,0,1,5
291,2024-07-20 14:51:00,2024-07-20,14:51:00,30,0,Saturday,0,0,1,5
292,2024-07-20 14:52:00,2024-07-20,14:52:00,30,0,Saturday,0,0,1,5
293,2024-07-20 14:53:00,2024-07-20,14:53:00,30,0,Saturday,0,0,1,5
294,2024-07-20 14:54:00,2024-07-20,14:54:00,30,0,Saturday,0,0,1,5
295,2024-07-20 14:55:00,2024-07-20,14:55:00,30,0,Saturday,0,0,1,5
296,2024-07-20 14:56:00,2024-07-20,14:56:00,30,0,Saturday,0,0,1,5
297,2024-07-20 14:57:00,2024-07-20,14:57:00,30,0,Saturday,0,0,1,5
298,2024-07-20 14:58:00,2024-07-20,14:58:00,30,0,Saturday,0,0,1,5
299,2024-07-20 14:59:00,2024-07-20,14:59:00,30,0,Saturday,0,0,1,5
300,2024-07-20 15:00:00,2024-07-20,15:00:00,30,0,Saturday,0,0,1,5
301,2024-07-20 15:01:00,2024-07-20,15:01:00,30,0,Saturday,0,0,1,5
302,2024-07-20 15:02:00,2024-07-20,15:02:00,30,0,Saturday,0,0,1,5
303,2024-07-20 15:03:00,2024-07-20,15:03:00,30,0,Saturday,0,0,1,5
304,2024-07-20 15:04:00,2024-07-20,15:04:00,30,0,Saturday,0,0,1,5
305,2024-07-20 15:05:00,2024-07-20,15:05:00,30,0,Saturday,0,0,1,5
306,2024-07-20 15:06:00,2024-07-20,15:06:00,30,0,Saturday,0,0,1,5
307,2024-07-20 15:07:00,2024-07-20,15:07:00,30,0,Saturday,0,0,1,5
