source,target,nodes,distance
Revenge of the Mummy,Canopy Flyer,"['Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Restroom 5', 'Canopy Flyer']",18
Revenge of the Mummy,Dino Soarin',"['Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'""]",18
Revenge of the Mummy,Donkey Live,"['Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live']",14
Revenge of the Mummy,Enchanted Airways,"['Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways']",10
Revenge of the Mummy,Fortune Favours The Furry,"['Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live', 'Fortune Favours The Furry']",17
Revenge of the Mummy,Jurassic Park Rapids Adventure,"['Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure']",15
Revenge of the Mummy,Lights Camera Action Hosted by Steven Spielberg,"['Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg']",16
Revenge of the Mummy,Magic Potion Spin,"['Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin']",10
Revenge of the Mummy,Puss In Boots Giant Journey,"['Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin', 'Puss In Boots Giant Journey']",12
Revenge of the Mummy,Sesame Street Spaghetti Space Chase,"['Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Sesame Street Spaghetti Space Chase']",18
Revenge of the Mummy,Shrek 4D Adventure,"['Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure']",8
Revenge of the Mummy,TRANSFORMERS The Ride: The Ultimate 3D Battle,"['Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle']",14
Revenge of the Mummy,Treasure Hunters,"['Revenge of the Mummy', 'Treasure Hunters']",4
Revenge of the Mummy,Discovery Food Court,"['Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court']",10
Revenge of the Mummy,Fossil Fuels,"['Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Fossil Fuels']",23
Revenge of the Mummy,Friar's Good Food,"['Revenge of the Mummy', 'Goldilocks', ""Friar's Good Food""]",3
Revenge of the Mummy,Goldilocks,"['Revenge of the Mummy', 'Goldilocks']",2
Revenge of the Mummy,KT's Grill,"['Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', ""KT's Grill""]",16
Revenge of the Mummy,Loui's NY Pizza Parlor,"['Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium"", ""Loui's NY Pizza Parlor""]",19
Revenge of the Mummy,Mel's Drive-In,"['Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In""]",14
Revenge of the Mummy,Oasis Spice Cafe,"['Revenge of the Mummy', 'Oasis Spice Cafe']",5
Revenge of the Mummy,StarBot Cafe,"['Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe']",8
Revenge of the Mummy,Starbucks,"['Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks']",19
Revenge of the Mummy,Cairo Market,"['Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market']",7
Revenge of the Mummy,Frozen Fuel,"['Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel']",5
Revenge of the Mummy,Galactic Treats,"['Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats']",6
Revenge of the Mummy,Jungle Bites,"['Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jungle Bites']",13
Revenge of the Mummy,Mariner's Market,"['Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', ""Mariner's Market""]",12
Revenge of the Mummy,Pharaoh's Dessert Oasis,"['Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis""]",8
Revenge of the Mummy,Pops! Popcorn Delight,"['Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Pops! Popcorn Delight']",20
Revenge of the Mummy,Star Snacks,"['Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', 'Star Snacks']",17
Revenge of the Mummy,Big Bird's Emporium,"['Revenge of the Mummy', 'Transformers Supply Vault', 'Frozen Fuel', 'StarBot Cafe', 'TRANSFORMERS The Ride: The Ultimate 3D Battle', ""Big Bird's Emporium""]",16
Revenge of the Mummy,Candylicious,"['Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious']",20
Revenge of the Mummy,Carter's Curiosities,"['Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis"", ""Carter's Curiosities""]",12
Revenge of the Mummy,Fairy Godmother's Potion Shop,"['Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop""]",4
Revenge of the Mummy,Hello Kitty Studio,"['Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Hello Kitty Studio']",19
Revenge of the Mummy,Minion Mart,"['Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart']",18
Revenge of the Mummy,That's a Wrap!,"['Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious', ""That's a Wrap!""]",21
Revenge of the Mummy,The Dino-Store,"['Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6', 'The Dino-Store']",27
Revenge of the Mummy,The Sci-Fi Emporium,"['Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'The Sci-Fi Emporium']",8
Revenge of the Mummy,UNIVRS,"['Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'UNIVRS']",17
Revenge of the Mummy,Universal Studios Store,"['Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1', 'Entrance', 'Universal Studios Store']",18
Revenge of the Mummy,Restroom 1,"['Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Restroom 1']",15
Revenge of the Mummy,Restroom 2,"['Revenge of the Mummy', 'Goldilocks', ""Fairy Godmother's Potion Shop"", ""Mel's Drive-In"", 'Lights Camera Action Hosted by Steven Spielberg', 'Restroom 2']",20
Revenge of the Mummy,Restroom 3,"['Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'Restroom 3']",10
Revenge of the Mummy,Restroom 4,"['Revenge of the Mummy', 'Restroom 4']",3
Revenge of the Mummy,Restroom 5,"['Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Restroom 5']",13
Revenge of the Mummy,Restroom 6,"['Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6']",21
Revenge of the Mummy,Restroom 7,"['Revenge of the Mummy', 'Goldilocks', 'Restroom 7']",5
Sesame Street Spaghetti Space Chase,Accelerator,"['Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'Accelerator']",9
Sesame Street Spaghetti Space Chase,Battlestar Galactica: CYLON,"['Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'Battlestar Galactica: HUMAN', 'Battlestar Galactica: CYLON']",12
Sesame Street Spaghetti Space Chase,Battlestar Galactica: HUMAN,"['Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'Battlestar Galactica: HUMAN']",11
Sesame Street Spaghetti Space Chase,Canopy Flyer,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Restroom 5', 'Canopy Flyer']",36
Sesame Street Spaghetti Space Chase,Dino Soarin',"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'""]",36
Sesame Street Spaghetti Space Chase,Donkey Live,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live']",28
Sesame Street Spaghetti Space Chase,Enchanted Airways,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways']",24
Sesame Street Spaghetti Space Chase,Fortune Favours The Furry,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Enchanted Airways', 'Donkey Live', 'Fortune Favours The Furry']",31
Sesame Street Spaghetti Space Chase,Jurassic Park Rapids Adventure,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure']",33
Sesame Street Spaghetti Space Chase,Lights Camera Action Hosted by Steven Spielberg,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg']",2
Sesame Street Spaghetti Space Chase,Magic Potion Spin,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin']",24
Sesame Street Spaghetti Space Chase,Puss In Boots Giant Journey,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure', 'Magic Potion Spin', 'Puss In Boots Giant Journey']",26
Sesame Street Spaghetti Space Chase,Revenge of the Mummy,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy']",18
Sesame Street Spaghetti Space Chase,Shrek 4D Adventure,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', ""Friar's Good Food"", 'Shrek 4D Adventure']",22
Sesame Street Spaghetti Space Chase,TRANSFORMERS The Ride: The Ultimate 3D Battle,"['Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle']",6
Sesame Street Spaghetti Space Chase,Treasure Hunters,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Treasure Hunters']",22
Sesame Street Spaghetti Space Chase,Discovery Food Court,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court']",28
Sesame Street Spaghetti Space Chase,Fossil Fuels,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Fossil Fuels']",41
Sesame Street Spaghetti Space Chase,Friar's Good Food,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', ""Friar's Good Food""]",17
Sesame Street Spaghetti Space Chase,Goldilocks,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks']",16
Sesame Street Spaghetti Space Chase,KT's Grill,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Restroom 1', ""KT's Grill""]",6
Sesame Street Spaghetti Space Chase,Loui's NY Pizza Parlor,"['Sesame Street Spaghetti Space Chase', 'Rhythm Truck', ""Loui's NY Pizza Parlor""]",5
Sesame Street Spaghetti Space Chase,Mel's Drive-In,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In""]",4
Sesame Street Spaghetti Space Chase,Oasis Spice Cafe,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe']",23
Sesame Street Spaghetti Space Chase,StarBot Cafe,"['Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'StarBot Cafe']",12
Sesame Street Spaghetti Space Chase,Starbucks,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Minion Mart', 'Starbucks']",9
Sesame Street Spaghetti Space Chase,Cairo Market,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market']",25
Sesame Street Spaghetti Space Chase,Frozen Fuel,"['Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'StarBot Cafe', 'Frozen Fuel']",15
Sesame Street Spaghetti Space Chase,Galactic Treats,"['Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'Restroom 3', 'Galactic Treats']",14
Sesame Street Spaghetti Space Chase,Jungle Bites,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jungle Bites']",31
Sesame Street Spaghetti Space Chase,Mariner's Market,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', ""Mariner's Market""]",30
Sesame Street Spaghetti Space Chase,Pharaoh's Dessert Oasis,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis""]",26
Sesame Street Spaghetti Space Chase,Pops! Popcorn Delight,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Minion Mart', 'Pops! Popcorn Delight']",10
Sesame Street Spaghetti Space Chase,Star Snacks,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Restroom 1', 'Star Snacks']",7
Sesame Street Spaghetti Space Chase,Big Bird's Emporium,"['Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium""]",4
Sesame Street Spaghetti Space Chase,Candylicious,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious']",10
Sesame Street Spaghetti Space Chase,Carter's Curiosities,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Restroom 4', ""Pharaoh's Dessert Oasis"", ""Carter's Curiosities""]",30
Sesame Street Spaghetti Space Chase,Fairy Godmother's Potion Shop,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop""]",14
Sesame Street Spaghetti Space Chase,Hello Kitty Studio,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Hello Kitty Studio']",9
Sesame Street Spaghetti Space Chase,Minion Mart,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Minion Mart']",8
Sesame Street Spaghetti Space Chase,That's a Wrap!,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Minion Mart', 'Starbucks', 'Candylicious', ""That's a Wrap!""]",11
Sesame Street Spaghetti Space Chase,The Dino-Store,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6', 'The Dino-Store']",45
Sesame Street Spaghetti Space Chase,The Sci-Fi Emporium,"['Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'Restroom 3', 'Galactic Treats', 'The Sci-Fi Emporium']",16
Sesame Street Spaghetti Space Chase,UNIVRS,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'UNIVRS']",7
Sesame Street Spaghetti Space Chase,Universal Studios Store,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Restroom 1', 'Entrance', 'Universal Studios Store']",8
Sesame Street Spaghetti Space Chase,Restroom 1,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", 'Restroom 1']",5
Sesame Street Spaghetti Space Chase,Restroom 2,"['Sesame Street Spaghetti Space Chase', 'Restroom 2']",3
Sesame Street Spaghetti Space Chase,Restroom 3,"['Sesame Street Spaghetti Space Chase', ""Big Bird's Emporium"", 'TRANSFORMERS The Ride: The Ultimate 3D Battle', 'Restroom 3']",10
Sesame Street Spaghetti Space Chase,Restroom 4,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Restroom 4']",21
Sesame Street Spaghetti Space Chase,Restroom 5,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Restroom 5']",31
Sesame Street Spaghetti Space Chase,Restroom 6,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Goldilocks', 'Revenge of the Mummy', 'Oasis Spice Cafe', 'Cairo Market', 'Discovery Food Court', 'Jurassic Park Rapids Adventure', ""Dino Soarin'"", 'Restroom 6']",39
Sesame Street Spaghetti Space Chase,Restroom 7,"['Sesame Street Spaghetti Space Chase', 'Lights Camera Action Hosted by Steven Spielberg', ""Mel's Drive-In"", ""Fairy Godmother's Potion Shop"", 'Restroom 7']",17
Shrek 4D Adventure,Accelerator,"['Shrek 4D Adventure', ""Friar's Good Food"", 'Goldilocks', 'Revenge of the Mummy', 'Transformers Supply Vault', 'Galactic Treats', 'Restroom 3', 'Accelerator']",20
