Date/Time,Wait Time,Month,Day,Time,Day of Week,Number of Visitors,Number of New Visitors Arriving,Time Interval,Number of New Visitors Arriving_sum
2024-02-09 18:25:00,16,2,9,18:25,Friday,80,0.0,2024-02-09 18:00:00,1400.0
2024-02-09 18:30:00,19,2,9,18:30,Friday,95,600.0,2024-02-09 18:00:00,1400.0
2024-02-09 18:35:00,18,2,9,18:35,Friday,90,0.0,2024-02-09 18:00:00,1400.0
2024-02-09 18:40:00,18,2,9,18:40,Friday,90,0.0,2024-02-09 18:00:00,1400.0
2024-02-09 18:45:00,18,2,9,18:45,Friday,90,0.0,2024-02-09 18:00:00,1400.0
2024-02-09 18:50:00,18,2,9,18:50,Friday,90,0.0,2024-02-09 18:00:00,1400.0
2024-02-09 18:55:00,16,2,9,18:55,Friday,80,0.0,2024-02-09 18:00:00,1400.0
2024-02-09 19:00:00,15,2,9,19:00,Friday,75,0.0,2024-02-09 19:00:00,400.0
2024-02-09 19:05:00,13,2,9,19:05,Friday,65,0.0,2024-02-09 19:00:00,400.0
2024-02-09 19:10:00,14,2,9,19:10,Friday,70,200.0,2024-02-09 19:00:00,400.0
2024-02-09 19:15:00,15,2,9,19:15,Friday,75,200.0,2024-02-09 19:00:00,400.0
2024-02-09 19:20:00,15,2,9,19:20,Friday,75,0.0,2024-02-09 19:00:00,400.0
2024-02-09 19:30:00,14,2,9,19:30,Friday,70,0.0,2024-02-09 19:00:00,400.0
2024-02-09 19:35:00,14,2,9,19:35,Friday,70,0.0,2024-02-09 19:00:00,400.0
2024-02-09 19:40:00,14,2,9,19:40,Friday,70,0.0,2024-02-09 19:00:00,400.0
2024-02-09 19:45:00,10,2,9,19:45,Friday,50,0.0,2024-02-09 19:00:00,400.0
2024-02-09 19:50:00,9,2,9,19:50,Friday,45,0.0,2024-02-09 19:00:00,400.0
2024-02-09 19:55:00,8,2,9,19:55,Friday,40,0.0,2024-02-09 19:00:00,400.0
2024-02-10 10:00:00,11,2,10,10:00,Saturday,55,600.0,2024-02-10 10:00:00,5400.0
2024-02-10 10:05:00,13,2,10,10:05,Saturday,65,400.0,2024-02-10 10:00:00,5400.0
2024-02-10 10:10:00,16,2,10,10:10,Saturday,80,600.0,2024-02-10 10:00:00,5400.0
2024-02-10 10:15:00,18,2,10,10:15,Saturday,90,400.0,2024-02-10 10:00:00,5400.0
2024-02-10 10:20:00,22,2,10,10:20,Saturday,110,800.0,2024-02-10 10:00:00,5400.0
2024-02-10 10:25:00,19,2,10,10:25,Saturday,95,0.0,2024-02-10 10:00:00,5400.0
2024-02-10 10:30:00,20,2,10,10:30,Saturday,100,200.0,2024-02-10 10:00:00,5400.0
2024-02-10 10:35:00,22,2,10,10:35,Saturday,110,400.0,2024-02-10 10:00:00,5400.0
2024-02-10 10:40:00,27,2,10,10:40,Saturday,135,1000.0,2024-02-10 10:00:00,5400.0
2024-02-10 10:45:00,28,2,10,10:45,Saturday,140,200.0,2024-02-10 10:00:00,5400.0
2024-02-10 10:50:00,31,2,10,10:50,Saturday,155,600.0,2024-02-10 10:00:00,5400.0
2024-02-10 10:55:00,32,2,10,10:55,Saturday,160,200.0,2024-02-10 10:00:00,5400.0
2024-02-10 11:00:00,32,2,10,11:00,Saturday,160,0.0,2024-02-10 11:00:00,4000.0
2024-02-10 11:05:00,32,2,10,11:05,Saturday,160,0.0,2024-02-10 11:00:00,4000.0
2024-02-10 11:10:00,33,2,10,11:10,Saturday,165,200.0,2024-02-10 11:00:00,4000.0
2024-02-10 11:15:00,33,2,10,11:15,Saturday,165,0.0,2024-02-10 11:00:00,4000.0
2024-02-10 11:20:00,39,2,10,11:20,Saturday,195,1200.0,2024-02-10 11:00:00,4000.0
2024-02-10 11:25:00,39,2,10,11:25,Saturday,195,0.0,2024-02-10 11:00:00,4000.0
2024-02-10 11:30:00,42,2,10,11:30,Saturday,210,600.0,2024-02-10 11:00:00,4000.0
2024-02-10 11:35:00,45,2,10,11:35,Saturday,225,600.0,2024-02-10 11:00:00,4000.0
2024-02-10 11:40:00,46,2,10,11:40,Saturday,230,200.0,2024-02-10 11:00:00,4000.0
2024-02-10 11:45:00,48,2,10,11:45,Saturday,240,400.0,2024-02-10 11:00:00,4000.0
2024-02-10 11:50:00,46,2,10,11:50,Saturday,230,0.0,2024-02-10 11:00:00,4000.0
2024-02-10 11:55:00,50,2,10,11:55,Saturday,250,800.0,2024-02-10 11:00:00,4000.0
2024-02-10 12:00:00,57,2,10,12:00,Saturday,285,1400.0,2024-02-10 12:00:00,4000.0
2024-02-10 12:05:00,57,2,10,12:05,Saturday,285,0.0,2024-02-10 12:00:00,4000.0
2024-02-10 12:10:00,55,2,10,12:10,Saturday,275,0.0,2024-02-10 12:00:00,4000.0
2024-02-10 12:15:00,57,2,10,12:15,Saturday,285,400.0,2024-02-10 12:00:00,4000.0
2024-02-10 12:20:00,57,2,10,12:20,Saturday,285,0.0,2024-02-10 12:00:00,4000.0
2024-02-10 12:25:00,61,2,10,12:25,Saturday,305,800.0,2024-02-10 12:00:00,4000.0
2024-02-10 12:30:00,56,2,10,12:30,Saturday,280,0.0,2024-02-10 12:00:00,4000.0
2024-02-10 12:35:00,62,2,10,12:35,Saturday,310,1200.0,2024-02-10 12:00:00,4000.0
2024-02-10 12:40:00,62,2,10,12:40,Saturday,310,0.0,2024-02-10 12:00:00,4000.0
2024-02-10 12:45:00,62,2,10,12:45,Saturday,310,0.0,2024-02-10 12:00:00,4000.0
2024-02-10 12:50:00,55,2,10,12:50,Saturday,275,0.0,2024-02-10 12:00:00,4000.0
2024-02-10 12:55:00,56,2,10,12:55,Saturday,280,200.0,2024-02-10 12:00:00,4000.0
2024-02-10 13:00:00,56,2,10,13:00,Saturday,280,0.0,2024-02-10 13:00:00,2200.0
2024-02-10 13:05:00,61,2,10,13:05,Saturday,305,1000.0,2024-02-10 13:00:00,2200.0
2024-02-10 13:10:00,61,2,10,13:10,Saturday,305,0.0,2024-02-10 13:00:00,2200.0
2024-02-10 13:15:00,62,2,10,13:15,Saturday,310,200.0,2024-02-10 13:00:00,2200.0
2024-02-10 13:20:00,62,2,10,13:20,Saturday,310,0.0,2024-02-10 13:00:00,2200.0
2024-02-10 13:25:00,62,2,10,13:25,Saturday,310,0.0,2024-02-10 13:00:00,2200.0
2024-02-10 13:30:00,58,2,10,13:30,Saturday,290,0.0,2024-02-10 13:00:00,2200.0
2024-02-10 13:35:00,56,2,10,13:35,Saturday,280,0.0,2024-02-10 13:00:00,2200.0
2024-02-10 13:40:00,58,2,10,13:40,Saturday,290,400.0,2024-02-10 13:00:00,2200.0
2024-02-10 13:45:00,55,2,10,13:45,Saturday,275,0.0,2024-02-10 13:00:00,2200.0
2024-02-10 13:50:00,58,2,10,13:50,Saturday,290,600.0,2024-02-10 13:00:00,2200.0
2024-02-10 13:55:00,55,2,10,13:55,Saturday,275,0.0,2024-02-10 13:00:00,2200.0
2024-02-10 14:00:00,51,2,10,14:00,Saturday,255,0.0,2024-02-10 14:00:00,1000.0
2024-02-10 14:05:00,52,2,10,14:05,Saturday,260,200.0,2024-02-10 14:00:00,1000.0
2024-02-10 14:10:00,52,2,10,14:10,Saturday,260,0.0,2024-02-10 14:00:00,1000.0
2024-02-10 14:15:00,53,2,10,14:15,Saturday,265,200.0,2024-02-10 14:00:00,1000.0
2024-02-10 14:20:00,53,2,10,14:20,Saturday,265,0.0,2024-02-10 14:00:00,1000.0
2024-02-10 14:25:00,54,2,10,14:25,Saturday,270,200.0,2024-02-10 14:00:00,1000.0
2024-02-10 14:30:00,55,2,10,14:30,Saturday,275,200.0,2024-02-10 14:00:00,1000.0
2024-02-10 14:35:00,55,2,10,14:35,Saturday,275,0.0,2024-02-10 14:00:00,1000.0
2024-02-10 14:40:00,54,2,10,14:40,Saturday,270,0.0,2024-02-10 14:00:00,1000.0
2024-02-10 14:45:00,55,2,10,14:45,Saturday,275,200.0,2024-02-10 14:00:00,1000.0
2024-02-10 14:50:00,55,2,10,14:50,Saturday,275,0.0,2024-02-10 14:00:00,1000.0
2024-02-10 14:55:00,52,2,10,14:55,Saturday,260,0.0,2024-02-10 14:00:00,1000.0
2024-02-10 15:00:00,52,2,10,15:00,Saturday,260,0.0,2024-02-10 15:00:00,400.0
2024-02-10 15:05:00,52,2,10,15:05,Saturday,260,0.0,2024-02-10 15:00:00,400.0
2024-02-10 15:10:00,49,2,10,15:10,Saturday,245,0.0,2024-02-10 15:00:00,400.0
2024-02-10 15:15:00,48,2,10,15:15,Saturday,240,0.0,2024-02-10 15:00:00,400.0
2024-02-10 15:20:00,50,2,10,15:20,Saturday,250,400.0,2024-02-10 15:00:00,400.0
2024-02-10 15:25:00,50,2,10,15:25,Saturday,250,0.0,2024-02-10 15:00:00,400.0
2024-02-10 15:30:00,50,2,10,15:30,Saturday,250,0.0,2024-02-10 15:00:00,400.0
2024-02-10 15:35:00,50,2,10,15:35,Saturday,250,0.0,2024-02-10 15:00:00,400.0
2024-02-10 15:40:00,48,2,10,15:40,Saturday,240,0.0,2024-02-10 15:00:00,400.0
2024-02-10 15:45:00,48,2,10,15:45,Saturday,240,0.0,2024-02-10 15:00:00,400.0
2024-02-10 15:50:00,46,2,10,15:50,Saturday,230,0.0,2024-02-10 15:00:00,400.0
2024-02-10 15:55:00,46,2,10,15:55,Saturday,230,0.0,2024-02-10 15:00:00,400.0
2024-02-10 16:00:00,45,2,10,16:00,Saturday,225,0.0,2024-02-10 16:00:00,800.0
2024-02-10 16:05:00,46,2,10,16:05,Saturday,230,200.0,2024-02-10 16:00:00,800.0
2024-02-10 16:10:00,42,2,10,16:10,Saturday,210,0.0,2024-02-10 16:00:00,800.0
2024-02-10 16:15:00,45,2,10,16:15,Saturday,225,600.0,2024-02-10 16:00:00,800.0
2024-02-10 16:20:00,45,2,10,16:20,Saturday,225,0.0,2024-02-10 16:00:00,800.0
2024-02-10 16:25:00,43,2,10,16:25,Saturday,215,0.0,2024-02-10 16:00:00,800.0
2024-02-10 16:30:00,42,2,10,16:30,Saturday,210,0.0,2024-02-10 16:00:00,800.0
2024-02-10 16:35:00,40,2,10,16:35,Saturday,200,0.0,2024-02-10 16:00:00,800.0
2024-02-10 16:40:00,39,2,10,16:40,Saturday,195,0.0,2024-02-10 16:00:00,800.0
2024-02-10 16:45:00,37,2,10,16:45,Saturday,185,0.0,2024-02-10 16:00:00,800.0
2024-02-10 16:50:00,37,2,10,16:50,Saturday,185,0.0,2024-02-10 16:00:00,800.0
