Ride,Date/Time,Wait Time,DayType
Treasure Hunters,2023-02-18 17:40:04,30,2
Treasure Hunters,2023-02-18 17:50:04,30,2
Treasure Hunters,2023-02-18 17:55:03,30,2
Treasure Hunters,2023-02-19 11:00:05,5,2
Treasure Hunters,2023-02-19 11:05:04,5,2
Treasure Hunters,2023-02-19 11:10:04,5,2
Treasure Hunters,2023-02-19 11:15:05,5,2
Treasure Hunters,2023-02-19 11:20:04,5,2
Treasure Hunters,2023-02-19 11:25:04,5,2
Treasure Hunters,2023-02-19 11:30:04,15,2
Treasure Hunters,2023-02-19 11:40:03,30,2
Treasure Hunters,2023-02-19 11:45:04,30,2
Treasure Hunters,2023-02-19 11:50:03,30,2
Treasure Hunters,2023-02-19 11:55:05,30,2
Treasure Hunters,2023-02-19 12:00:04,30,2
Treasure Hunters,2023-02-19 12:05:04,30,2
Treasure Hunters,2023-02-19 12:15:04,30,2
Treasure Hunters,2023-02-19 12:25:04,30,2
Treasure Hunters,2023-02-19 12:30:03,30,2
Treasure Hunters,2023-02-19 12:35:04,30,2
Treasure Hunters,2023-02-19 12:40:04,30,2
Treasure Hunters,2023-02-19 12:50:04,30,2
Treasure Hunters,2023-02-19 12:55:04,30,2
Treasure Hunters,2023-02-19 13:00:04,30,2
Treasure Hunters,2023-02-19 13:05:03,30,2
Treasure Hunters,2023-02-19 13:15:03,30,2
Treasure Hunters,2023-02-19 13:20:03,30,2
Treasure Hunters,2023-02-19 13:25:04,30,2
Treasure Hunters,2023-02-19 13:40:03,30,2
Treasure Hunters,2023-02-19 13:45:03,30,2
Treasure Hunters,2023-02-19 13:50:03,30,2
Treasure Hunters,2023-02-19 13:55:03,30,2
Treasure Hunters,2023-02-19 14:00:03,30,2
Treasure Hunters,2023-02-19 14:15:04,30,2
Treasure Hunters,2023-02-19 14:30:05,30,2
Treasure Hunters,2023-02-19 14:35:03,30,2
Treasure Hunters,2023-02-19 14:40:05,30,2
Treasure Hunters,2023-02-19 14:45:05,30,2
Treasure Hunters,2023-02-19 14:50:03,30,2
Treasure Hunters,2023-02-19 14:55:03,15,2
Treasure Hunters,2023-02-19 15:00:05,15,2
Treasure Hunters,2023-02-19 15:10:03,15,2
Treasure Hunters,2023-02-19 15:15:04,15,2
Treasure Hunters,2023-02-19 15:20:05,15,2
Treasure Hunters,2023-02-19 15:25:03,15,2
Treasure Hunters,2023-02-19 15:30:04,15,2
Treasure Hunters,2023-02-19 15:40:04,15,2
Treasure Hunters,2023-02-19 15:45:03,15,2
Treasure Hunters,2023-02-19 15:50:04,15,2
Treasure Hunters,2023-02-19 15:55:04,15,2
Treasure Hunters,2023-02-19 16:00:04,15,2
Treasure Hunters,2023-02-19 16:05:03,15,2
Treasure Hunters,2023-02-19 16:10:04,15,2
Treasure Hunters,2023-02-19 16:15:03,15,2
Treasure Hunters,2023-02-19 16:20:03,15,2
Treasure Hunters,2023-02-19 16:25:04,15,2
Treasure Hunters,2023-02-19 16:45:03,15,2
Treasure Hunters,2023-02-19 17:00:04,15,2
Treasure Hunters,2023-02-19 17:05:03,15,2
Treasure Hunters,2023-02-19 17:20:04,10,2
Treasure Hunters,2023-02-19 17:25:05,10,2
Treasure Hunters,2023-02-19 17:30:03,10,2
Treasure Hunters,2023-02-19 17:35:04,10,2
Treasure Hunters,2023-02-19 17:40:04,10,2
Treasure Hunters,2023-02-19 17:45:03,10,2
Treasure Hunters,2023-02-20 11:00:04,5,0
Treasure Hunters,2023-02-20 11:10:03,5,0
Treasure Hunters,2023-02-20 11:20:04,5,0
Treasure Hunters,2023-02-20 11:25:03,5,0
Treasure Hunters,2023-02-20 11:35:04,5,0
Treasure Hunters,2023-02-20 11:45:03,15,0
Treasure Hunters,2023-02-20 11:50:04,15,0
Treasure Hunters,2023-02-20 11:55:04,15,0
Treasure Hunters,2023-02-20 12:05:04,30,0
Treasure Hunters,2023-02-20 12:30:05,30,0
Treasure Hunters,2023-02-20 12:35:03,30,0
Treasure Hunters,2023-02-20 12:45:05,30,0
Treasure Hunters,2023-02-20 12:50:04,30,0
Treasure Hunters,2023-02-20 12:55:04,40,0
Treasure Hunters,2023-02-20 13:05:04,40,0
Treasure Hunters,2023-02-20 13:10:04,40,0
Treasure Hunters,2023-02-20 13:15:04,40,0
Treasure Hunters,2023-02-20 13:30:04,40,0
Treasure Hunters,2023-02-20 13:40:04,40,0
Treasure Hunters,2023-02-20 13:45:04,40,0
Treasure Hunters,2023-02-20 13:50:05,40,0
Treasure Hunters,2023-02-20 13:55:05,40,0
Treasure Hunters,2023-02-20 14:00:04,40,0
Treasure Hunters,2023-02-20 14:05:04,40,0
Treasure Hunters,2023-02-20 14:10:05,40,0
Treasure Hunters,2023-02-20 14:15:05,40,0
Treasure Hunters,2023-02-20 14:20:05,40,0
Treasure Hunters,2023-02-20 14:25:05,40,0
Treasure Hunters,2023-02-20 14:30:05,40,0
Treasure Hunters,2023-02-20 14:35:03,30,0
Treasure Hunters,2023-02-20 14:40:04,30,0
Treasure Hunters,2023-02-20 14:45:04,30,0
Treasure Hunters,2023-02-20 14:50:05,30,0
Treasure Hunters,2023-02-20 14:55:05,30,0
Treasure Hunters,2023-02-20 15:00:05,50,0
Treasure Hunters,2023-02-20 15:05:05,50,0
Treasure Hunters,2023-02-20 15:10:05,50,0
Treasure Hunters,2023-02-20 15:15:04,50,0
Treasure Hunters,2023-02-20 15:20:04,50,0
Treasure Hunters,2023-02-20 15:25:05,50,0
Treasure Hunters,2023-02-20 15:30:05,50,0
Treasure Hunters,2023-02-20 15:35:05,50,0
Treasure Hunters,2023-02-20 15:40:05,50,0
Treasure Hunters,2023-02-20 15:45:04,30,0
Treasure Hunters,2023-02-20 15:50:05,30,0
Treasure Hunters,2023-02-20 15:55:04,30,0
Treasure Hunters,2023-02-20 16:00:05,30,0
Treasure Hunters,2023-02-20 16:05:04,40,0
Treasure Hunters,2023-02-20 16:10:05,40,0
Treasure Hunters,2023-02-20 16:15:05,40,0
Treasure Hunters,2023-02-20 16:20:05,40,0
Treasure Hunters,2023-02-20 16:25:04,40,0
Treasure Hunters,2023-02-20 16:30:04,40,0
Treasure Hunters,2023-02-20 16:35:05,30,0
Treasure Hunters,2023-02-20 16:40:05,30,0
Treasure Hunters,2023-02-20 16:45:04,30,0
Treasure Hunters,2023-02-20 16:50:05,30,0
Treasure Hunters,2023-02-20 16:55:04,30,0
Treasure Hunters,2023-02-20 17:00:05,30,0
Treasure Hunters,2023-02-20 17:05:05,30,0
Treasure Hunters,2023-02-20 17:10:05,30,0
Treasure Hunters,2023-02-20 17:15:04,30,0
Treasure Hunters,2023-02-20 17:20:05,30,0
Treasure Hunters,2023-02-20 17:25:05,30,0
Treasure Hunters,2023-02-20 17:30:05,30,0
Treasure Hunters,2023-02-20 17:35:05,30,0
Treasure Hunters,2023-02-20 17:40:05,30,0
Treasure Hunters,2023-02-20 17:45:05,30,0
Treasure Hunters,2023-02-20 17:50:05,30,0
Treasure Hunters,2023-02-20 17:55:03,30,0
Treasure Hunters,2023-02-22 11:15:04,5,0
Treasure Hunters,2023-02-22 11:25:04,5,0
Treasure Hunters,2023-02-22 11:30:04,5,0
Treasure Hunters,2023-02-22 11:35:05,5,0
Treasure Hunters,2023-02-22 11:40:05,5,0
Treasure Hunters,2023-02-22 11:45:05,15,0
Treasure Hunters,2023-02-22 11:50:05,15,0
Treasure Hunters,2023-02-22 11:55:05,15,0
Treasure Hunters,2023-02-22 12:00:05,15,0
Treasure Hunters,2023-02-22 12:05:04,15,0
Treasure Hunters,2023-02-22 12:10:05,15,0
Treasure Hunters,2023-02-22 12:15:05,15,0
Treasure Hunters,2023-02-22 12:20:05,15,0
Treasure Hunters,2023-02-22 12:25:05,15,0
Treasure Hunters,2023-02-22 12:30:05,15,0
Treasure Hunters,2023-02-22 12:35:05,15,0
Treasure Hunters,2023-02-22 12:40:04,15,0
Treasure Hunters,2023-02-22 12:45:06,15,0
Treasure Hunters,2023-02-22 12:50:05,15,0
Treasure Hunters,2023-02-22 12:55:05,15,0
Treasure Hunters,2023-02-22 13:00:06,15,0
Treasure Hunters,2023-02-22 13:05:05,15,0
Treasure Hunters,2023-02-22 13:10:05,15,0
Treasure Hunters,2023-02-22 13:15:05,15,0
Treasure Hunters,2023-02-22 13:20:05,15,0
Treasure Hunters,2023-02-22 13:25:06,60,0
Treasure Hunters,2023-02-22 13:30:05,60,0
Treasure Hunters,2023-02-22 13:35:05,45,0
Treasure Hunters,2023-02-22 13:40:05,45,0
Treasure Hunters,2023-02-22 13:45:05,45,0
Treasure Hunters,2023-02-22 13:50:05,45,0
Treasure Hunters,2023-02-22 13:55:04,45,0
Treasure Hunters,2023-02-22 14:00:05,45,0
Treasure Hunters,2023-02-22 14:05:05,45,0
Treasure Hunters,2023-02-22 14:10:07,45,0
Treasure Hunters,2023-02-22 14:15:05,45,0
Treasure Hunters,2023-02-22 14:20:05,45,0
Treasure Hunters,2023-02-22 14:25:05,45,0
Treasure Hunters,2023-02-22 14:30:05,30,0
Treasure Hunters,2023-02-22 14:35:04,30,0
Treasure Hunters,2023-02-22 14:40:04,30,0
Treasure Hunters,2023-02-22 14:45:04,30,0
Treasure Hunters,2023-02-22 14:50:05,30,0
Treasure Hunters,2023-02-22 14:55:05,30,0
Treasure Hunters,2023-02-22 15:00:04,30,0
Treasure Hunters,2023-02-22 15:05:05,30,0
Treasure Hunters,2023-02-22 15:10:05,30,0
Treasure Hunters,2023-02-22 15:15:05,30,0
Treasure Hunters,2023-02-22 15:20:05,30,0
Treasure Hunters,2023-02-22 15:35:04,30,0
Treasure Hunters,2023-02-22 15:40:05,30,0
Treasure Hunters,2023-02-22 15:45:05,30,0
Treasure Hunters,2023-02-22 15:50:05,30,0
Treasure Hunters,2023-02-22 15:55:05,30,0
Treasure Hunters,2023-02-22 16:00:04,30,0
Treasure Hunters,2023-02-22 16:05:05,30,0
Treasure Hunters,2023-02-22 16:10:05,30,0
Treasure Hunters,2023-02-22 16:15:05,30,0
Treasure Hunters,2023-02-22 16:20:05,30,0
Treasure Hunters,2023-02-22 16:25:05,30,0
Treasure Hunters,2023-02-22 16:30:05,30,0
Treasure Hunters,2023-02-22 16:35:05,30,0
Treasure Hunters,2023-02-22 16:40:05,30,0
Treasure Hunters,2023-02-22 16:45:05,30,0
Treasure Hunters,2023-02-22 16:50:04,30,0
Treasure Hunters,2023-02-22 16:55:05,30,0
Treasure Hunters,2023-02-22 17:00:05,30,0
Treasure Hunters,2023-02-22 17:05:04,30,0
Treasure Hunters,2023-02-22 17:10:05,30,0
Treasure Hunters,2023-02-22 17:15:05,30,0
Treasure Hunters,2023-02-22 17:20:05,30,0
Treasure Hunters,2023-02-22 17:25:05,30,0
Treasure Hunters,2023-02-22 17:30:05,30,0
Treasure Hunters,2023-02-22 17:35:05,30,0
Treasure Hunters,2023-02-22 17:40:05,30,0
Treasure Hunters,2023-02-22 17:45:04,30,0
Treasure Hunters,2023-02-22 17:50:06,30,0
Treasure Hunters,2023-02-22 17:55:04,30,0
Treasure Hunters,2023-02-23 11:00:05,5,0
Treasure Hunters,2023-02-23 11:05:05,5,0
Treasure Hunters,2023-02-23 11:10:05,5,0
Treasure Hunters,2023-02-23 11:15:05,5,0
Treasure Hunters,2023-02-23 11:20:05,5,0
Treasure Hunters,2023-02-23 11:25:05,5,0
Treasure Hunters,2023-02-23 11:30:05,5,0
Treasure Hunters,2023-02-23 11:35:05,5,0
Treasure Hunters,2023-02-23 11:40:04,5,0
Treasure Hunters,2023-02-23 11:45:05,5,0
Treasure Hunters,2023-02-23 11:50:05,5,0
Treasure Hunters,2023-02-23 11:55:05,5,0
Treasure Hunters,2023-02-23 12:00:05,20,0
Treasure Hunters,2023-02-23 12:05:04,20,0
Treasure Hunters,2023-02-23 12:10:05,20,0
Treasure Hunters,2023-02-23 12:15:03,20,0
Treasure Hunters,2023-02-23 12:20:05,20,0
Treasure Hunters,2023-02-23 12:25:05,30,0
Treasure Hunters,2023-02-23 12:30:05,30,0
Treasure Hunters,2023-02-23 12:35:05,30,0
Treasure Hunters,2023-02-23 12:40:05,30,0
Treasure Hunters,2023-02-23 12:45:04,30,0
Treasure Hunters,2023-02-23 12:50:05,30,0
Treasure Hunters,2023-02-23 12:55:05,30,0
Treasure Hunters,2023-02-23 13:00:05,30,0
Treasure Hunters,2023-02-23 13:05:04,30,0
Treasure Hunters,2023-02-23 13:10:04,30,0
Treasure Hunters,2023-02-23 13:15:05,30,0
Treasure Hunters,2023-02-23 13:20:05,30,0
Treasure Hunters,2023-02-23 13:25:04,30,0
Treasure Hunters,2023-02-23 13:30:05,30,0
Treasure Hunters,2023-02-23 13:35:05,30,0
Treasure Hunters,2023-02-23 13:40:05,30,0
Treasure Hunters,2023-02-23 13:45:04,30,0
Treasure Hunters,2023-02-23 13:50:05,30,0
Treasure Hunters,2023-02-23 13:55:04,30,0
Treasure Hunters,2023-02-23 14:00:05,30,0
Treasure Hunters,2023-02-23 14:05:03,30,0
Treasure Hunters,2023-02-23 14:10:05,30,0
Treasure Hunters,2023-02-23 14:15:05,30,0
Treasure Hunters,2023-02-23 14:20:05,30,0
Treasure Hunters,2023-02-23 14:25:03,30,0
Treasure Hunters,2023-02-23 14:30:04,30,0
Treasure Hunters,2023-02-23 14:35:06,30,0
Treasure Hunters,2023-02-23 14:45:03,30,0
Treasure Hunters,2023-02-23 14:50:05,30,0
Treasure Hunters,2023-02-23 14:55:05,30,0
Treasure Hunters,2023-02-23 15:00:05,30,0
Treasure Hunters,2023-02-23 15:05:05,30,0
Treasure Hunters,2023-02-23 15:10:04,30,0
Treasure Hunters,2023-02-23 15:15:04,30,0
Treasure Hunters,2023-02-23 15:20:05,15,0
Treasure Hunters,2023-02-23 15:25:04,15,0
Treasure Hunters,2023-02-23 15:30:05,15,0
Treasure Hunters,2023-02-23 15:35:05,15,0
Treasure Hunters,2023-02-23 15:40:04,15,0
Treasure Hunters,2023-02-23 15:45:05,15,0
Treasure Hunters,2023-02-23 15:50:04,15,0
Treasure Hunters,2023-02-23 15:55:05,15,0
Treasure Hunters,2023-02-23 16:00:03,15,0
Treasure Hunters,2023-02-23 16:05:03,15,0
Treasure Hunters,2023-02-23 16:10:04,15,0
Treasure Hunters,2023-02-23 16:15:03,15,0
Treasure Hunters,2023-02-23 16:20:05,15,0
Treasure Hunters,2023-02-23 16:25:04,15,0
Treasure Hunters,2023-02-23 16:30:05,15,0
Treasure Hunters,2023-02-23 16:35:05,15,0
Treasure Hunters,2023-02-23 16:40:05,15,0
Treasure Hunters,2023-02-23 16:45:05,15,0
Treasure Hunters,2023-02-23 16:50:05,15,0
Treasure Hunters,2023-02-23 16:55:03,15,0
Treasure Hunters,2023-02-23 17:00:06,15,0
Treasure Hunters,2023-02-23 17:05:05,15,0
Treasure Hunters,2023-02-23 17:10:04,15,0
Treasure Hunters,2023-02-23 17:15:05,15,0
Treasure Hunters,2023-02-23 17:20:05,15,0
Treasure Hunters,2023-02-23 17:25:05,15,0
Treasure Hunters,2023-02-23 17:30:06,15,0
Treasure Hunters,2023-02-23 17:35:05,15,0
Treasure Hunters,2023-02-23 17:40:05,15,0
Treasure Hunters,2023-02-23 17:45:03,15,0
Treasure Hunters,2023-02-23 17:50:05,15,0
Treasure Hunters,2023-02-23 17:55:04,15,0
Treasure Hunters,2023-02-24 11:00:04,5,0
Treasure Hunters,2023-02-24 11:05:04,5,0
Treasure Hunters,2023-02-24 11:10:04,5,0
Treasure Hunters,2023-02-24 11:15:04,5,0
Treasure Hunters,2023-02-24 11:20:05,5,0
Treasure Hunters,2023-02-24 11:25:04,5,0
Treasure Hunters,2023-02-24 11:30:04,5,0
Treasure Hunters,2023-02-24 11:35:05,5,0
Treasure Hunters,2023-02-24 11:40:04,5,0
Treasure Hunters,2023-02-24 11:45:04,5,0
Treasure Hunters,2023-02-24 11:50:05,5,0
Treasure Hunters,2023-02-24 11:55:03,5,0
Treasure Hunters,2023-02-24 12:00:04,30,0
Treasure Hunters,2023-02-24 12:05:04,30,0
Treasure Hunters,2023-02-24 12:10:04,30,0
Treasure Hunters,2023-02-24 12:15:04,30,0
Treasure Hunters,2023-02-24 12:20:04,30,0
Treasure Hunters,2023-02-24 12:25:04,30,0
Treasure Hunters,2023-02-24 12:30:04,30,0
Treasure Hunters,2023-02-24 12:35:05,45,0
Treasure Hunters,2023-02-24 12:40:05,45,0
Treasure Hunters,2023-02-24 12:45:04,45,0
Treasure Hunters,2023-02-24 12:50:04,45,0
Treasure Hunters,2023-02-24 12:55:05,45,0
Treasure Hunters,2023-02-24 13:00:04,45,0
Treasure Hunters,2023-02-24 13:05:03,45,0
Treasure Hunters,2023-02-24 13:10:04,45,0
Treasure Hunters,2023-02-24 13:15:04,45,0
Treasure Hunters,2023-02-24 13:20:03,45,0
Treasure Hunters,2023-02-24 13:25:05,45,0
Treasure Hunters,2023-02-24 13:30:05,45,0
Treasure Hunters,2023-02-24 13:35:04,40,0
Treasure Hunters,2023-02-24 13:40:04,40,0
Treasure Hunters,2023-02-24 13:45:04,40,0
Treasure Hunters,2023-02-24 13:50:08,40,0
Treasure Hunters,2023-02-24 13:55:04,40,0
Treasure Hunters,2023-02-24 14:00:04,40,0
Treasure Hunters,2023-02-24 14:05:04,40,0
Treasure Hunters,2023-02-24 14:10:04,40,0
Treasure Hunters,2023-02-24 14:15:04,40,0
Treasure Hunters,2023-02-24 14:20:04,40,0
Treasure Hunters,2023-02-24 14:25:03,40,0
Treasure Hunters,2023-02-24 14:30:04,40,0
Treasure Hunters,2023-02-24 14:35:05,40,0
Treasure Hunters,2023-02-24 14:40:04,40,0
Treasure Hunters,2023-02-24 14:45:04,40,0
Treasure Hunters,2023-02-24 14:50:04,40,0
Treasure Hunters,2023-02-24 14:55:04,40,0
Treasure Hunters,2023-02-24 15:00:04,40,0
Treasure Hunters,2023-02-24 15:05:04,40,0
Treasure Hunters,2023-02-24 15:10:03,40,0
Treasure Hunters,2023-02-24 15:15:04,40,0
Treasure Hunters,2023-02-24 15:20:04,40,0
Treasure Hunters,2023-02-24 15:25:04,40,0
Treasure Hunters,2023-02-24 15:30:03,40,0
Treasure Hunters,2023-02-24 15:35:04,40,0
Treasure Hunters,2023-02-24 15:40:04,40,0
Treasure Hunters,2023-02-24 15:45:03,40,0
Treasure Hunters,2023-02-24 15:50:03,40,0
Treasure Hunters,2023-02-24 15:55:04,40,0
Treasure Hunters,2023-02-24 16:00:04,40,0
Treasure Hunters,2023-02-24 16:05:04,40,0
Treasure Hunters,2023-02-24 16:10:05,40,0
Treasure Hunters,2023-02-24 16:15:04,40,0
Treasure Hunters,2023-02-24 16:20:04,40,0
Treasure Hunters,2023-02-24 16:25:03,40,0
Treasure Hunters,2023-02-24 16:30:03,40,0
Treasure Hunters,2023-02-24 16:35:04,40,0
Treasure Hunters,2023-02-24 16:40:03,40,0
Treasure Hunters,2023-02-24 16:45:04,40,0
Treasure Hunters,2023-02-24 16:50:05,30,0
Treasure Hunters,2023-02-24 16:55:04,30,0
Treasure Hunters,2023-02-24 17:25:04,30,0
Treasure Hunters,2023-02-24 17:30:04,30,0
Treasure Hunters,2023-02-24 17:35:04,30,0
Treasure Hunters,2023-02-24 17:40:04,30,0
Treasure Hunters,2023-02-24 17:45:03,30,0
Treasure Hunters,2023-02-24 17:50:03,30,0
Treasure Hunters,2023-02-24 17:55:03,30,0
Treasure Hunters,2023-02-25 11:00:04,5,2
Treasure Hunters,2023-02-25 11:05:04,5,2
Treasure Hunters,2023-02-25 11:10:04,5,2
Treasure Hunters,2023-02-25 11:15:04,5,2
Treasure Hunters,2023-02-25 11:20:04,5,2
Treasure Hunters,2023-02-25 11:25:04,5,2
Treasure Hunters,2023-02-25 11:30:04,5,2
Treasure Hunters,2023-02-25 11:35:04,5,2
Treasure Hunters,2023-02-25 11:40:04,5,2
Treasure Hunters,2023-02-25 11:45:04,20,2
Treasure Hunters,2023-02-25 11:50:04,20,2
Treasure Hunters,2023-02-25 11:55:04,20,2
Treasure Hunters,2023-02-25 12:00:05,30,2
Treasure Hunters,2023-02-25 12:05:04,30,2
Treasure Hunters,2023-02-25 12:10:04,30,2
Treasure Hunters,2023-02-25 12:15:04,35,2
Treasure Hunters,2023-02-25 12:20:04,35,2
Treasure Hunters,2023-02-25 12:25:03,35,2
Treasure Hunters,2023-02-25 12:30:04,50,2
Treasure Hunters,2023-02-25 12:35:04,50,2
Treasure Hunters,2023-02-25 12:40:03,50,2
Treasure Hunters,2023-02-25 12:45:04,50,2
Treasure Hunters,2023-02-25 12:50:04,40,2
Treasure Hunters,2023-02-25 12:55:04,40,2
Treasure Hunters,2023-02-25 13:00:04,40,2
Treasure Hunters,2023-02-25 13:05:03,40,2
Treasure Hunters,2023-02-25 13:10:04,40,2
Treasure Hunters,2023-02-25 13:15:06,40,2
Treasure Hunters,2023-02-25 13:20:04,40,2
Treasure Hunters,2023-02-25 13:25:04,40,2
Treasure Hunters,2023-02-25 13:30:04,40,2
Treasure Hunters,2023-02-25 13:35:04,40,2
Treasure Hunters,2023-02-25 13:40:04,40,2
Treasure Hunters,2023-02-25 13:45:05,40,2
Treasure Hunters,2023-02-25 13:50:04,40,2
Treasure Hunters,2023-02-25 13:55:04,40,2
Treasure Hunters,2023-02-25 14:00:05,40,2
Treasure Hunters,2023-02-25 14:05:04,40,2
Treasure Hunters,2023-02-25 14:10:04,40,2
Treasure Hunters,2023-02-25 14:15:03,50,2
Treasure Hunters,2023-02-25 14:20:04,50,2
Treasure Hunters,2023-02-25 14:25:04,50,2
Treasure Hunters,2023-02-25 14:30:04,50,2
Treasure Hunters,2023-02-25 14:35:04,50,2
Treasure Hunters,2023-02-25 14:40:03,50,2
Treasure Hunters,2023-02-25 14:45:04,50,2
Treasure Hunters,2023-02-25 14:50:04,50,2
Treasure Hunters,2023-02-25 14:55:04,50,2
Treasure Hunters,2023-02-25 15:00:04,50,2
Treasure Hunters,2023-02-25 15:05:04,50,2
Treasure Hunters,2023-02-25 15:10:04,50,2
Treasure Hunters,2023-02-25 15:15:03,50,2
Treasure Hunters,2023-02-25 15:20:04,50,2
Treasure Hunters,2023-02-25 15:25:03,50,2
Treasure Hunters,2023-02-25 15:30:04,50,2
Treasure Hunters,2023-02-25 15:35:03,50,2
Treasure Hunters,2023-02-25 15:40:04,60,2
Treasure Hunters,2023-02-25 15:45:04,60,2
Treasure Hunters,2023-02-25 15:50:03,40,2
Treasure Hunters,2023-02-25 15:55:04,40,2
Treasure Hunters,2023-02-25 16:00:03,40,2
Treasure Hunters,2023-02-25 16:05:03,40,2
Treasure Hunters,2023-02-25 16:10:04,40,2
Treasure Hunters,2023-02-25 16:15:04,40,2
Treasure Hunters,2023-02-25 16:20:03,40,2
Treasure Hunters,2023-02-25 16:25:05,40,2
Treasure Hunters,2023-02-25 16:30:03,40,2
Treasure Hunters,2023-02-25 16:35:03,40,2
Treasure Hunters,2023-02-25 16:40:04,40,2
Treasure Hunters,2023-02-25 16:45:04,40,2
Treasure Hunters,2023-02-25 16:50:04,40,2
Treasure Hunters,2023-02-25 16:55:05,40,2
Treasure Hunters,2023-02-25 17:00:04,40,2
Treasure Hunters,2023-02-25 17:05:04,40,2
Treasure Hunters,2023-02-25 17:10:04,40,2
Treasure Hunters,2023-02-25 17:15:03,40,2
Treasure Hunters,2023-02-25 17:20:03,20,2
Treasure Hunters,2023-02-25 17:25:05,20,2
Treasure Hunters,2023-02-25 17:30:04,20,2
Treasure Hunters,2023-02-25 17:35:04,20,2
Treasure Hunters,2023-02-25 17:40:04,20,2
Treasure Hunters,2023-02-25 17:45:04,20,2
Treasure Hunters,2023-02-25 17:50:03,20,2
Treasure Hunters,2023-02-25 17:55:03,20,2
Treasure Hunters,2023-02-27 11:00:04,5,0
Treasure Hunters,2023-02-27 11:05:04,5,0
Treasure Hunters,2023-02-27 11:10:04,5,0
Treasure Hunters,2023-02-27 11:15:04,5,0
Treasure Hunters,2023-02-27 11:20:04,5,0
Treasure Hunters,2023-02-27 11:25:04,5,0
Treasure Hunters,2023-02-27 11:30:05,5,0
Treasure Hunters,2023-02-27 11:35:04,5,0
Treasure Hunters,2023-02-27 11:40:04,5,0
Treasure Hunters,2023-02-27 11:45:04,5,0
Treasure Hunters,2023-02-27 11:50:03,20,0
Treasure Hunters,2023-02-27 11:55:05,30,0
Treasure Hunters,2023-02-27 12:00:05,30,0
Treasure Hunters,2023-02-27 12:05:04,30,0
Treasure Hunters,2023-02-27 12:10:04,30,0
Treasure Hunters,2023-02-27 12:15:03,30,0
Treasure Hunters,2023-02-27 12:20:04,30,0
Treasure Hunters,2023-02-27 12:25:05,30,0
Treasure Hunters,2023-02-27 12:40:05,30,0
Treasure Hunters,2023-02-27 12:45:04,30,0
Treasure Hunters,2023-02-27 12:50:03,30,0
Treasure Hunters,2023-02-27 12:55:03,30,0
Treasure Hunters,2023-02-27 13:00:04,30,0
Treasure Hunters,2023-02-27 13:05:03,30,0
Treasure Hunters,2023-02-27 13:10:03,40,0
Treasure Hunters,2023-02-27 13:15:03,40,0
Treasure Hunters,2023-02-27 13:20:04,40,0
Treasure Hunters,2023-02-27 13:25:03,40,0
Treasure Hunters,2023-02-27 14:00:03,50,0
Treasure Hunters,2023-02-27 14:05:04,50,0
Treasure Hunters,2023-02-27 14:10:03,50,0
Treasure Hunters,2023-02-27 14:15:03,50,0
Treasure Hunters,2023-02-27 14:20:05,50,0
Treasure Hunters,2023-02-27 14:25:03,50,0
Treasure Hunters,2023-02-27 14:30:04,50,0
Treasure Hunters,2023-02-27 14:35:03,50,0
Treasure Hunters,2023-02-27 14:40:04,50,0
Treasure Hunters,2023-02-27 14:45:04,50,0
Treasure Hunters,2023-02-27 14:50:03,50,0
Treasure Hunters,2023-02-27 14:55:03,50,0
Treasure Hunters,2023-02-27 15:00:04,50,0
Treasure Hunters,2023-02-27 15:05:03,50,0
Treasure Hunters,2023-02-27 15:10:03,50,0
Treasure Hunters,2023-02-27 15:15:04,50,0
Treasure Hunters,2023-02-27 15:20:03,50,0
Treasure Hunters,2023-02-27 15:25:04,50,0
Treasure Hunters,2023-02-27 15:30:04,50,0
Treasure Hunters,2023-02-27 15:35:03,50,0
Treasure Hunters,2023-02-27 15:40:03,50,0
Treasure Hunters,2023-02-27 15:45:03,50,0
Treasure Hunters,2023-02-27 15:50:04,50,0
Treasure Hunters,2023-02-27 15:55:05,50,0
Treasure Hunters,2023-02-27 16:00:03,50,0
Treasure Hunters,2023-02-27 16:05:03,50,0
Treasure Hunters,2023-02-27 16:10:03,50,0
Treasure Hunters,2023-02-27 16:15:04,50,0
Treasure Hunters,2023-02-27 16:20:03,50,0
Treasure Hunters,2023-02-27 16:25:04,50,0
Treasure Hunters,2023-02-27 16:30:04,50,0
Treasure Hunters,2023-02-27 16:35:04,50,0
Treasure Hunters,2023-02-27 16:40:04,50,0
Treasure Hunters,2023-02-27 16:45:03,50,0
Treasure Hunters,2023-02-27 16:50:03,50,0
Treasure Hunters,2023-02-27 16:55:04,50,0
Treasure Hunters,2023-02-27 17:00:04,50,0
Treasure Hunters,2023-02-27 17:05:04,50,0
Treasure Hunters,2023-02-27 17:10:04,30,0
Treasure Hunters,2023-02-27 17:15:03,30,0
Treasure Hunters,2023-02-27 17:20:04,30,0
Treasure Hunters,2023-02-27 17:25:03,30,0
Treasure Hunters,2023-02-27 17:30:04,30,0
Treasure Hunters,2023-02-27 17:35:04,30,0
Treasure Hunters,2023-02-27 17:40:04,30,0
Treasure Hunters,2023-02-27 17:45:04,10,0
Treasure Hunters,2023-02-27 17:50:04,10,0
Treasure Hunters,2023-02-27 17:55:04,10,0
Treasure Hunters,2023-03-01 11:00:04,5,0
Treasure Hunters,2023-03-01 11:05:04,5,0
