Time,Average Wait Time,Number of Visitors,Number of New Visitors Arriving
08:00,9.970588235294118,50.0,50.0
08:05,10.058823529411764,50.0,0.0
08:10,10.097222222222221,50.0,0.0
08:15,10.115079365079366,50.0,0.0
08:20,9.972222222222221,50.0,0.0
08:25,10.255555555555556,50.0,0.0
08:30,10.29375,50.0,0.0
08:35,10.283333333333333,50.0,0.0
08:40,10.378472222222221,50.0,0.0
08:45,10.338888888888889,50.0,0.0
08:50,10.24705882352941,50.0,0.0
08:55,10.338888888888889,50.0,0.0
09:00,10.397058823529413,50.0,0.0
09:05,10.155555555555555,50.0,0.0
09:10,8.772549019607842,43.333333333333336,10.0
09:15,8.77037037037037,43.333333333333336,0.0
09:20,8.905882352941177,45.0,16.666666666666668
09:25,8.827450980392157,45.0,0.0
09:30,8.752314814814815,43.333333333333336,-16.666666666666668
09:35,7.892787524366471,40.0,-33.333333333333336
09:40,7.466666666666666,36.666666666666664,-33.333333333333336
09:45,7.0473684210526315,35.0,-16.666666666666668
09:50,6.981481481481481,35.0,0.0
09:55,6.833333333333333,33.333333333333336,-16.666666666666668
10:00,7.1769235221484795,35.45454545454545,38.63636363636363
10:05,7.581209989783844,37.72727272727273,22.727272727272727
10:10,8.157677031042907,40.90909090909091,31.818181818181817
10:15,9.180307081018997,46.36363636363637,54.54545454545455
10:20,10.030096594124608,50.45454545454545,40.90909090909091
10:25,10.885657954100228,53.63636363636363,31.818181818181817
10:30,11.885461041459832,58.63636363636363,50.0
10:35,13.285641082094442,66.81818181818181,81.81818181818181
10:40,14.569852290867471,72.27272727272727,54.54545454545455
10:45,15.79673811851231,79.54545454545455,72.72727272727273
10:50,16.807335378260674,84.0909090909091,45.45454545454545
10:55,17.62194968281363,87.72727272727273,36.36363636363637
11:00,18.848069180994788,94.54545454545455,68.18181818181819
11:05,19.99087336665667,99.54545454545455,50.0
11:10,21.556448993375987,107.27272727272727,77.27272727272727
11:15,22.726688355446196,113.63636363636364,63.63636363636363
11:20,23.772832260210485,117.72727272727273,40.90909090909091
11:25,24.47662893675713,122.27272727272727,45.45454545454545
11:30,25.8339826695714,129.0909090909091,68.18181818181819
11:35,26.635470046620096,133.1818181818182,40.90909090909091
11:40,28.012433509794217,140.45454545454547,72.72727272727273
11:45,28.373480660068097,141.8181818181818,13.636363636363637
11:50,28.568305395963986,143.1818181818182,13.636363636363637
11:55,28.977601890400933,145.45454545454547,22.727272727272727
12:00,29.65545665255497,147.72727272727272,22.727272727272727
12:05,29.958476146823113,150.0,22.727272727272727
12:10,30.574081643691148,152.72727272727272,27.272727272727273
12:15,31.244682833415663,155.9090909090909,31.818181818181817
12:20,31.568694360889506,157.27272727272728,13.636363636363637
12:25,32.14845576128182,160.0,27.272727272727273
12:30,31.621397212483803,158.63636363636363,-13.636363636363637
12:35,32.09740092700426,160.0,13.636363636363637
12:40,32.00718766181165,159.54545454545453,-4.545454545454546
12:45,32.059273823604286,160.45454545454547,9.090909090909092
12:50,31.30279086665886,156.36363636363637,-40.90909090909091
12:55,31.40343723237189,157.27272727272728,9.090909090909092
13:00,31.066934337342808,155.45454545454547,-18.181818181818183
13:05,31.205143083111725,156.8181818181818,13.636363636363637
13:10,31.218441455400907,156.8181818181818,0.0
13:15,31.18819684371467,155.45454545454547,-13.636363636363637
13:20,30.246620086024315,151.8181818181818,-36.36363636363637
13:25,30.058054716458795,150.45454545454547,-13.636363636363637
13:30,29.42374876585403,147.27272727272728,-31.818181818181817
13:35,29.94239919201719,150.0,27.272727272727273
13:40,29.62261695576636,147.72727272727272,-22.727272727272727
13:45,29.935749564527153,150.0,22.727272727272727
13:50,29.63133144049135,148.1818181818182,-18.181818181818183
13:55,28.913352439808047,144.54545454545453,-36.36363636363637
14:00,29.55664395485004,147.72727272727272,31.818181818181817
14:05,29.98376811574836,150.0,22.727272727272727
14:10,30.010048581865224,150.45454545454547,4.545454545454546
14:15,30.449533903184157,151.8181818181818,13.636363636363637
14:20,30.540174187697406,152.72727272727272,9.090909090909092
14:25,30.73065644033386,153.63636363636363,9.090909090909092
14:30,30.752334024819792,154.0909090909091,4.545454545454546
14:35,31.22450465729328,156.36363636363637,22.727272727272727
14:40,30.641197677063552,153.1818181818182,-31.818181818181817
14:45,31.321600249401605,156.8181818181818,36.36363636363637
14:50,31.285624384548285,156.36363636363637,-4.545454545454546
14:55,30.867408880327538,154.0909090909091,-22.727272727272727
15:00,30.9618705855548,155.0,9.090909090909092
15:05,31.076445931089893,156.36363636363637,13.636363636363637
15:10,30.669376529902845,153.63636363636363,-27.272727272727273
15:15,30.867570441254653,154.0909090909091,4.545454545454546
15:20,30.704066985645934,153.1818181818182,-9.090909090909092
15:25,30.585827290273752,153.63636363636363,4.545454545454546
15:30,29.94142365853596,150.0,-36.36363636363637
15:35,29.82574618364092,149.0909090909091,-9.090909090909092
15:40,29.468542568542567,147.27272727272728,-18.181818181818183
15:45,29.202149312675626,146.8181818181818,-4.545454545454546
15:50,28.379356103758017,141.8181818181818,-50.0
15:55,28.10008599210636,140.9090909090909,-9.090909090909092
