Park,Date/Time,Wait Time
Universal Studios Singapore,2023-12-03 14:35:00,15
Universal Studios Singapore,2023-12-03 14:40:00,15
Universal Studios Singapore,2023-12-03 14:45:00,17
Universal Studios Singapore,2023-12-03 14:50:00,17
Universal Studios Singapore,2023-12-03 14:55:00,17
Universal Studios Singapore,2023-12-03 15:00:00,17
Universal Studios Singapore,2023-12-03 15:05:00,17
Universal Studios Singapore,2023-12-03 15:10:00,17
Universal Studios Singapore,2023-12-03 15:15:00,17
Universal Studios Singapore,2023-12-03 15:20:00,17
Universal Studios Singapore,2023-12-03 15:25:00,17
Universal Studios Singapore,2023-12-03 15:30:00,13
Universal Studios Singapore,2023-12-03 15:35:00,13
Universal Studios Singapore,2023-12-03 15:40:00,13
Universal Studios Singapore,2023-12-03 15:45:00,13
Universal Studios Singapore,2023-12-03 15:50:00,12
Universal Studios Singapore,2023-12-03 15:55:00,12
Universal Studios Singapore,2023-12-03 16:00:00,12
Universal Studios Singapore,2023-12-03 16:05:00,12
Universal Studios Singapore,2023-12-03 16:10:00,12
Universal Studios Singapore,2023-12-03 16:15:00,12
Universal Studios Singapore,2023-12-03 16:20:00,12
Universal Studios Singapore,2023-12-03 16:25:00,12
Universal Studios Singapore,2023-12-03 16:30:00,12
Universal Studios Singapore,2023-12-03 16:35:00,14
Universal Studios Singapore,2023-12-03 16:40:00,14
Universal Studios Singapore,2023-12-03 16:45:00,13
Universal Studios Singapore,2023-12-03 16:50:00,12
Universal Studios Singapore,2023-12-03 16:55:00,12
Universal Studios Singapore,2023-12-03 17:00:00,12
Universal Studios Singapore,2023-12-03 17:05:00,12
Universal Studios Singapore,2023-12-03 17:10:00,12
Universal Studios Singapore,2023-12-03 17:15:00,12
Universal Studios Singapore,2023-12-03 17:20:00,12
Universal Studios Singapore,2023-12-03 17:25:00,12
Universal Studios Singapore,2023-12-03 17:30:00,12
Universal Studios Singapore,2023-12-03 17:35:00,12
Universal Studios Singapore,2023-12-03 17:40:00,12
Universal Studios Singapore,2023-12-03 17:45:00,12
Universal Studios Singapore,2023-12-03 17:50:00,12
Universal Studios Singapore,2023-12-03 17:55:00,12
Universal Studios Singapore,2023-12-03 18:00:00,12
Universal Studios Singapore,2023-12-03 18:05:00,12
Universal Studios Singapore,2023-12-03 18:10:00,12
Universal Studios Singapore,2023-12-03 18:15:00,12
Universal Studios Singapore,2023-12-03 18:20:00,12
Universal Studios Singapore,2023-12-03 18:25:00,12
Universal Studios Singapore,2023-12-03 18:30:00,12
Universal Studios Singapore,2023-12-03 18:35:00,12
Universal Studios Singapore,2023-12-03 18:40:00,12
Universal Studios Singapore,2023-12-03 18:45:00,12
Universal Studios Singapore,2023-12-03 18:50:00,12
Universal Studios Singapore,2023-12-03 18:55:00,12
Universal Studios Singapore,2023-12-03 19:00:00,12
Universal Studios Singapore,2023-12-03 19:05:00,13
Universal Studios Singapore,2023-12-03 19:10:00,13
Universal Studios Singapore,2023-12-03 19:15:00,13
Universal Studios Singapore,2023-12-03 19:20:00,13
Universal Studios Singapore,2023-12-03 19:25:00,12
Universal Studios Singapore,2023-12-03 19:30:00,12
Universal Studios Singapore,2023-12-03 19:35:00,12
Universal Studios Singapore,2023-12-03 19:40:00,12
Universal Studios Singapore,2023-12-03 19:45:00,12
Universal Studios Singapore,2023-12-03 19:50:00,12
Universal Studios Singapore,2023-12-03 19:55:00,12
Universal Studios Singapore,2023-12-04 10:00:00,7
Universal Studios Singapore,2023-12-04 10:05:00,7
Universal Studios Singapore,2023-12-04 10:10:00,7
Universal Studios Singapore,2023-12-04 10:15:00,7
Universal Studios Singapore,2023-12-04 10:20:00,7
Universal Studios Singapore,2023-12-04 10:25:00,7
Universal Studios Singapore,2023-12-04 10:30:00,7
Universal Studios Singapore,2023-12-04 10:35:00,7
